날짜,지역,역명,인원유형,시간대,시간대별하루평균(명),전월평균(명),전월대비(명) ±
202312,서울특별시 마포구,합정,승하차인원,12-13시 평균,4450,4160,290
202312,서울특별시 마포구,합정,승하차인원,18-19시 평균,10617,11278,-661
202312,서울특별시 마포구,합정,승하차인원,20-21시 평균,5191,5194,-3
202312,서울특별시 성동구,행당,승하차인원,시간당 평균,689,725,-36
202312,서울특별시 성동구,행당,승하차인원,08-09시 평균,1654,1921,-267
202312,서울특별시 성동구,행당,승하차인원,12-13시 평균,674,660,14
202312,서울특별시 성동구,행당,승하차인원,18-19시 평균,1313,1453,-140
202312,서울특별시 성동구,행당,승하차인원,20-21시 평균,609,628,-18
202312,서울특별시 종로구,혜화,승하차인원,시간당 평균,3734,3680,55
202312,서울특별시 종로구,혜화,승하차인원,08-09시 평균,4542,5138,-595
202312,서울특별시 종로구,혜화,승하차인원,12-13시 평균,4646,4341,305
202312,서울특별시 종로구,혜화,승하차인원,18-19시 평균,6907,7269,-362
202312,서울특별시 종로구,혜화,승하차인원,20-21시 평균,3537,3358,179
202312,서울특별시 마포구,홍대입구,승하차인원,시간당 평균,8956,8545,411
202312,서울특별시 마포구,홍대입구,승하차인원,08-09시 평균,7254,8392,-1138
202312,서울특별시 마포구,홍대입구,승하차인원,12-13시 평균,10067,8902,1165
202312,서울특별시 마포구,홍대입구,승하차인원,18-19시 평균,18317,18485,-169
202312,서울특별시 마포구,홍대입구,승하차인원,20-21시 평균,11403,10829,574
202312,서울특별시 서대문구,홍제,승하차인원,시간당 평균,1616,1713,-96
202312,서울특별시 서대문구,홍제,승하차인원,08-09시 평균,3014,3488,-474
202312,서울특별시 서대문구,홍제,승하차인원,12-13시 평균,1826,1793,33
202312,서울특별시 서대문구,홍제,승하차인원,18-19시 평균,2872,3213,-341
202312,서울특별시 서대문구,홍제,승하차인원,20-21시 평균,1423,1522,-100
202312,서울특별시 강북구,화계,승하차인원,시간당 평균,314,331,-17
202312,서울특별시 강북구,화계,승하차인원,08-09시 평균,607,709,-102
202312,서울특별시 강북구,화계,승하차인원,12-13시 평균,433,450,-17
202312,서울특별시 강북구,화계,승하차인원,18-19시 평균,461,504,-43
202312,서울특별시 강북구,화계,승하차인원,20-21시 평균,250,256,-6
202312,서울특별시 강서구,화곡,승하차인원,시간당 평균,2487,2595,-108
202312,서울특별시 강서구,화곡,승하차인원,08-09시 평균,5556,6361,-804
202312,서울특별시 강서구,화곡,승하차인원,12-13시 평균,2319,2226,93
202312,서울특별시 강서구,화곡,승하차인원,18-19시 평균,5104,5693,-589
202312,서울특별시 강서구,화곡,승하차인원,20-21시 평균,2347,2439,-92
202312,서울특별시 노원구,화랑대,승하차인원,시간당 평균,951,1065,-114
202312,서울특별시 노원구,화랑대,승하차인원,08-09시 평균,2227,2739,-512
202312,서울특별시 노원구,화랑대,승하차인원,12-13시 평균,879,920,-41
202312,서울특별시 노원구,화랑대,승하차인원,18-19시 평균,1615,1891,-275
202312,서울특별시 노원구,화랑대,승하차인원,20-21시 평균,780,849,-70
202312,서울특별시 동대문구,회기,승하차인원,시간당 평균,2405,2679,-273
202312,서울특별시 동대문구,회기,승하차인원,08-09시 평균,3993,4890,-897
202312,서울특별시 동대문구,회기,승하차인원,12-13시 평균,2732,2888,-155
202312,서울특별시 동대문구,회기,승하차인원,18-19시 평균,4117,4886,-768
202312,서울특별시 동대문구,회기,승하차인원,20-21시 평균,2254,2434,-180
202312,서울특별시 중구,회현,승하차인원,시간당 평균,2604,2606,-2
202312,서울특별시 중구,회현,승하차인원,08-09시 평균,4498,5184,-686
202312,서울특별시 중구,회현,승하차인원,12-13시 평균,3305,3357,-52
202312,서울특별시 중구,회현,승하차인원,18-19시 평균,5460,5303,157
202312,서울특별시 중구,회현,승하차인원,20-21시 평균,2699,2304,395
202312,서울특별시 용산구,효창공원앞,승하차인원,시간당 평균,932,1022,-90
202312,서울특별시 용산구,효창공원앞,승하차인원,08-09시 평균,2411,2861,-449
202312,서울특별시 용산구,효창공원앞,승하차인원,12-13시 평균,911,937,-27
202312,서울특별시 용산구,효창공원앞,승하차인원,18-19시 평균,2114,2441,-327
202312,서울특별시 용산구,효창공원앞,승하차인원,20-21시 평균,766,831,-65
202312,서울특별시 동작구,흑석,승하차인원,시간당 평균,851,975,-124
202312,서울특별시 동작구,흑석,승하차인원,08-09시 평균,1470,1858,-388
202312,서울특별시 동작구,흑석,승하차인원,12-13시 평균,995,1274,-279
202312,서울특별시 동작구,흑석,승하차인원,18-19시 평균,1510,1810,-300
202312,서울특별시 동작구,흑석,승하차인원,20-21시 평균,740,833,-93
