날짜,지역,역명,인원유형,시간대,시간대별하루평균(명),전월평균(명),전월대비(명) ±
202312,서울특별시 강북구,4.19민주묘지,승하차인원,시간당 평균,292,357,-65
202312,서울특별시 강북구,4.19민주묘지,승하차인원,08-09시 평균,538,788,-250
202312,서울특별시 강북구,4.19민주묘지,승하차인원,12-13시 평균,384,462,-78
202312,서울특별시 강북구,4.19민주묘지,승하차인원,18-19시 평균,388,481,-94
202312,서울특별시 강북구,4.19민주묘지,승하차인원,20-21시 평균,230,254,-24
202312,서울특별시 송파구,가락시장,승하차인원,시간당 평균,1660,1660,-1
202312,서울특별시 송파구,가락시장,승하차인원,08-09시 평균,3091,3541,-449
202312,서울특별시 송파구,가락시장,승하차인원,12-13시 평균,1785,1685,100
202312,서울특별시 송파구,가락시장,승하차인원,18-19시 평균,3474,3620,-146
202312,서울특별시 송파구,가락시장,승하차인원,20-21시 평균,1520,1454,65
202312,서울특별시 금천구,가산디지털단지,승하차인원,시간당 평균,4924,5524,-600
202312,서울특별시 금천구,가산디지털단지,승하차인원,08-09시 평균,17231,20091,-2860
202312,서울특별시 금천구,가산디지털단지,승하차인원,12-13시 평균,3190,3204,-14
202312,서울특별시 금천구,가산디지털단지,승하차인원,18-19시 평균,13887,16677,-2789
202312,서울특별시 금천구,가산디지털단지,승하차인원,20-21시 평균,3854,4231,-376
202312,서울특별시 강서구,가양,승하차인원,시간당 평균,1943,2077,-134
202312,서울특별시 강서구,가양,승하차인원,08-09시 평균,4106,4694,-588
202312,서울특별시 강서구,가양,승하차인원,12-13시 평균,1957,1949,8
202312,서울특별시 강서구,가양,승하차인원,18-19시 평균,3757,4246,-488
202312,서울특별시 강서구,가양,승하차인원,20-21시 평균,1813,1958,-144
202312,서울특별시 강북구,가오리,승하차인원,시간당 평균,386,410,-24
202312,서울특별시 강북구,가오리,승하차인원,08-09시 평균,748,864,-117
202312,서울특별시 강북구,가오리,승하차인원,12-13시 평균,448,460,-13
202312,서울특별시 강북구,가오리,승하차인원,18-19시 평균,589,654,-65
202312,서울특별시 강북구,가오리,승하차인원,20-21시 평균,314,336,-22
202312,서울특별시 서대문구,가좌,승하차인원,시간당 평균,524,561,-37
202312,서울특별시 서대문구,가좌,승하차인원,08-09시 평균,1165,1361,-195
202312,서울특별시 서대문구,가좌,승하차인원,12-13시 평균,536,519,18
202312,서울특별시 서대문구,가좌,승하차인원,18-19시 평균,936,1073,-137
202312,서울특별시 서대문구,가좌,승하차인원,20-21시 평균,437,472,-35
202312,서울특별시 강남구,강남,승하차인원,시간당 평균,7011,7152,-141
202312,서울특별시 강남구,강남,승하차인원,08-09시 평균,10853,12342,-1489
202312,서울특별시 강남구,강남,승하차인원,12-13시 평균,6384,6111,273
202312,서울특별시 강남구,강남,승하차인원,18-19시 평균,15648,16713,-1065
202312,서울특별시 강남구,강남,승하차인원,20-21시 평균,7201,7362,-161
202312,서울특별시 강남구,강남구청,승하차인원,시간당 평균,2347,2549,-202
202312,서울특별시 강남구,강남구청,승하차인원,08-09시 평균,5326,6165,-839
202312,서울특별시 강남구,강남구청,승하차인원,12-13시 평균,2014,2080,-66
202312,서울특별시 강남구,강남구청,승하차인원,18-19시 평균,5493,6322,-829
202312,서울특별시 강남구,강남구청,승하차인원,20-21시 평균,2026,2206,-180
202312,서울특별시 강동구,강동,승하차인원,시간당 평균,1610,1684,-74
202312,서울특별시 강동구,강동,승하차인원,08-09시 평균,3587,4109,-522
202312,서울특별시 강동구,강동,승하차인원,12-13시 평균,1545,1495,50
202312,서울특별시 강동구,강동,승하차인원,18-19시 평균,3160,3499,-339
202312,서울특별시 강동구,강동,승하차인원,20-21시 평균,1429,1522,-93
202312,서울특별시 강동구,강동구청,승하차인원,시간당 평균,957,991,-34
202312,서울특별시 강동구,강동구청,승하차인원,08-09시 평균,2293,2599,-305
202312,서울특별시 강동구,강동구청,승하차인원,12-13시 평균,922,875,48
202312,서울특별시 강동구,강동구청,승하차인원,18-19시 평균,1998,2202,-203
202312,서울특별시 강동구,강동구청,승하차인원,20-21시 평균,828,835,-6
202312,서울특별시 광진구,강변,승하차인원,시간당 평균,2871,2936,-64
202312,서울특별시 광진구,강변,승하차인원,08-09시 평균,4770,5461,-691
202312,서울특별시 광진구,강변,승하차인원,12-13시 평균,3272,3081,191
202312,서울특별시 광진구,강변,승하차인원,18-19시 평균,5358,5828,-470
202312,서울특별시 광진구,강변,승하차인원,20-21시 평균,2848,2956,-108
202312,서울특별시 강동구,강일,승하차인원,시간당 평균,491,516,-25
202312,서울특별시 강동구,강일,승하차인원,08-09시 평균,988,1141,-153
202312,서울특별시 강동구,강일,승하차인원,12-13시 평균,490,476,14
202312,서울특별시 강동구,강일,승하차인원,18-19시 평균,836,948,-112
202312,서울특별시 강동구,강일,승하차인원,20-21시 평균,409,426,-17
202312,서울특별시 송파구,개롱,승하차인원,시간당 평균,597,630,-33
202312,서울특별시 송파구,개롱,승하차인원,08-09시 평균,1242,1404,-162
202312,서울특별시 송파구,개롱,승하차인원,12-13시 평균,584,569,15
202312,서울특별시 송파구,개롱,승하차인원,18-19시 평균,1082,1216,-134
202312,서울특별시 송파구,개롱,승하차인원,20-21시 평균,520,538,-18
202312,서울특별시 구로구,개봉,승하차인원,시간당 평균,1955,2042,-87
202312,서울특별시 구로구,개봉,승하차인원,08-09시 평균,3362,3845,-483
202312,서울특별시 구로구,개봉,승하차인원,12-13시 평균,2034,1979,55
202312,서울특별시 구로구,개봉,승하차인원,18-19시 평균,3672,4091,-419
202312,서울특별시 구로구,개봉,승하차인원,20-21시 평균,1838,1900,-62
202312,서울특별시 강남구,개포동,승하차인원,시간당 평균,434,467,-33
202312,서울특별시 강남구,개포동,승하차인원,08-09시 평균,766,895,-129
202312,서울특별시 강남구,개포동,승하차인원,12-13시 평균,503,501,2
202312,서울특별시 강남구,개포동,승하차인원,18-19시 평균,752,846,-93
202312,서울특별시 강남구,개포동,승하차인원,20-21시 평균,402,419,-17
202312,서울특별시 강서구,개화,승하차인원,시간당 평균,200,221,-21
202312,서울특별시 강서구,개화,승하차인원,08-09시 평균,482,564,-82
202312,서울특별시 강서구,개화,승하차인원,12-13시 평균,137,147,-10
202312,서울특별시 강서구,개화,승하차인원,18-19시 평균,369,427,-58
202312,서울특별시 강서구,개화,승하차인원,20-21시 평균,142,152,-10
202312,서울특별시 강서구,개화산,승하차인원,시간당 평균,514,542,-27
202312,서울특별시 강서구,개화산,승하차인원,08-09시 평균,1209,1380,-171
202312,서울특별시 강서구,개화산,승하차인원,12-13시 평균,554,528,26
202312,서울특별시 강서구,개화산,승하차인원,18-19시 평균,1000,1139,-139
202312,서울특별시 강서구,개화산,승하차인원,20-21시 평균,432,443,-11
202312,서울특별시 송파구,거여,승하차인원,시간당 평균,890,941,-52
202312,서울특별시 송파구,거여,승하차인원,08-09시 평균,1937,2202,-265
202312,서울특별시 송파구,거여,승하차인원,12-13시 평균,793,788,5
202312,서울특별시 송파구,거여,승하차인원,18-19시 평균,1705,1938,-234
202312,서울특별시 송파구,거여,승하차인원,20-21시 평균,743,775,-32
202312,서울특별시 광진구,건대입구,승하차인원,시간당 평균,4937,4939,-1
202312,서울특별시 광진구,건대입구,승하차인원,08-09시 평균,6475,7618,-1143
202312,서울특별시 광진구,건대입구,승하차인원,12-13시 평균,4911,4757,154
202312,서울특별시 광진구,건대입구,승하차인원,18-19시 평균,10464,10871,-408
202312,서울특별시 광진구,건대입구,승하차인원,20-21시 평균,5961,5824,137
202312,서울특별시 종로구,경복궁,승하차인원,시간당 평균,2331,2590,-259
202312,서울특별시 종로구,경복궁,승하차인원,08-09시 평균,4466,5380,-914
202312,서울특별시 종로구,경복궁,승하차인원,12-13시 평균,2868,3122,-254
202312,서울특별시 종로구,경복궁,승하차인원,18-19시 평균,4759,5326,-567
202312,서울특별시 종로구,경복궁,승하차인원,20-21시 평균,1955,1835,120
202312,서울특별시 송파구,경찰병원,승하차인원,시간당 평균,648,685,-36
202312,서울특별시 송파구,경찰병원,승하차인원,08-09시 평균,1668,1917,-249
202312,서울특별시 송파구,경찰병원,승하차인원,12-13시 평균,625,601,24
202312,서울특별시 송파구,경찰병원,승하차인원,18-19시 평균,1351,1514,-163
202312,서울특별시 송파구,경찰병원,승하차인원,20-21시 평균,542,581,-39
202312,서울특별시 강동구,고덕,승하차인원,시간당 평균,925,969,-44
202312,서울특별시 강동구,고덕,승하차인원,08-09시 평균,1509,1736,-227
202312,서울특별시 강동구,고덕,승하차인원,12-13시 평균,1004,1001,3
202312,서울특별시 강동구,고덕,승하차인원,18-19시 평균,1546,1691,-145
202312,서울특별시 강동구,고덕,승하차인원,20-21시 평균,722,744,-22
202312,서울특별시 성북구,고려대,승하차인원,시간당 평균,781,892,-110
202312,서울특별시 성북구,고려대,승하차인원,08-09시 평균,1710,2078,-368
202312,서울특별시 성북구,고려대,승하차인원,12-13시 평균,752,807,-54
202312,서울특별시 성북구,고려대,승하차인원,18-19시 평균,1469,1788,-320
202312,서울특별시 성북구,고려대,승하차인원,20-21시 평균,686,775,-89
202312,서울특별시 서초구,고속터미널,승하차인원,시간당 평균,8017,7887,131
202312,서울특별시 서초구,고속터미널,승하차인원,08-09시 평균,7697,8583,-885
202312,서울특별시 서초구,고속터미널,승하차인원,12-13시 평균,10772,10061,711
202312,서울특별시 서초구,고속터미널,승하차인원,18-19시 평균,14103,14356,-253
202312,서울특별시 서초구,고속터미널,승하차인원,20-21시 평균,9286,9370,-84
202312,서울특별시 마포구,공덕,승하차인원,시간당 평균,3571,3785,-214
202312,서울특별시 마포구,공덕,승하차인원,08-09시 평균,8759,10301,-1543
202312,서울특별시 마포구,공덕,승하차인원,12-13시 평균,3295,3226,69
202312,서울특별시 마포구,공덕,승하차인원,18-19시 평균,8818,10082,-1264
202312,서울특별시 마포구,공덕,승하차인원,20-21시 평균,3345,3394,-48
202312,서울특별시 노원구,공릉,승하차인원,시간당 평균,1089,1182,-93
202312,서울특별시 노원구,공릉,승하차인원,08-09시 평균,2032,2429,-397
202312,서울특별시 노원구,공릉,승하차인원,12-13시 평균,1160,1236,-75
202312,서울특별시 노원구,공릉,승하차인원,18-19시 평균,2020,2296,-276
202312,서울특별시 노원구,공릉,승하차인원,20-21시 평균,1022,1071,-49
202312,서울특별시 강서구,공항시장,승하차인원,시간당 평균,284,292,-8
202312,서울특별시 강서구,공항시장,승하차인원,08-09시 평균,508,552,-44
202312,서울특별시 강서구,공항시장,승하차인원,12-13시 평균,306,306,0
202312,서울특별시 강서구,공항시장,승하차인원,18-19시 평균,509,542,-33
202312,서울특별시 강서구,공항시장,승하차인원,20-21시 평균,284,287,-3
202312,서울특별시 관악구,관악산,승하차인원,시간당 평균,242,290,-48
202312,서울특별시 관악구,관악산,승하차인원,08-09시 평균,510,620,-110
202312,서울특별시 관악구,관악산,승하차인원,12-13시 평균,334,373,-39
202312,서울특별시 관악구,관악산,승하차인원,18-19시 평균,300,383,-83
202312,서울특별시 관악구,관악산,승하차인원,20-21시 평균,125,142,-17
202312,서울특별시 광진구,광나루,승하차인원,시간당 평균,1208,1311,-102
202312,서울특별시 광진구,광나루,승하차인원,08-09시 평균,2478,2968,-490
202312,서울특별시 광진구,광나루,승하차인원,12-13시 평균,1243,1299,-56
202312,서울특별시 광진구,광나루,승하차인원,18-19시 평균,2245,2604,-359
202312,서울특별시 광진구,광나루,승하차인원,20-21시 평균,1033,1121,-88
202312,서울특별시 노원구,광운대,승하차인원,시간당 평균,739,832,-93
202312,서울특별시 노원구,광운대,승하차인원,08-09시 평균,1351,1758,-407
202312,서울특별시 노원구,광운대,승하차인원,12-13시 평균,805,888,-83
202312,서울특별시 노원구,광운대,승하차인원,18-19시 평균,1197,1381,-184
202312,서울특별시 노원구,광운대,승하차인원,20-21시 평균,630,674,-45
202312,서울특별시 종로구,광화문,승하차인원,시간당 평균,3326,3160,165
202312,서울특별시 종로구,광화문,승하차인원,08-09시 평균,8552,9962,-1411
202312,서울특별시 종로구,광화문,승하차인원,12-13시 평균,2807,2633,175
202312,서울특별시 종로구,광화문,승하차인원,18-19시 평균,9450,9151,298
202312,서울특별시 종로구,광화문,승하차인원,20-21시 평균,3712,2572,1140
202312,서울특별시 마포구,광흥창,승하차인원,시간당 평균,811,860,-50
202312,서울특별시 마포구,광흥창,승하차인원,08-09시 평균,1908,2187,-279
202312,서울특별시 마포구,광흥창,승하차인원,12-13시 평균,866,871,-5
202312,서울특별시 마포구,광흥창,승하차인원,18-19시 평균,1676,1906,-230
202312,서울특별시 마포구,광흥창,승하차인원,20-21시 평균,676,705,-29
202312,서울특별시 서초구,교대,승하차인원,시간당 평균,4065,4351,-286
202312,서울특별시 서초구,교대,승하차인원,08-09시 평균,7641,8924,-1283
202312,서울특별시 서초구,교대,승하차인원,12-13시 평균,4064,4092,-29
202312,서울특별시 서초구,교대,승하차인원,18-19시 평균,9252,10448,-1195
202312,서울특별시 서초구,교대,승하차인원,20-21시 평균,3840,3951,-112
202312,서울특별시 구로구,구로,승하차인원,시간당 평균,1642,1706,-64
202312,서울특별시 구로구,구로,승하차인원,08-09시 평균,3265,3763,-497
202312,서울특별시 구로구,구로,승하차인원,12-13시 평균,1604,1537,67
202312,서울특별시 구로구,구로,승하차인원,18-19시 평균,3066,3435,-368
202312,서울특별시 구로구,구로,승하차인원,20-21시 평균,1366,1371,-5
202312,서울특별시 구로구,구로디지털단지,승하차인원,시간당 평균,4956,5236,-280
202312,서울특별시 구로구,구로디지털단지,승하차인원,08-09시 평균,12286,14108,-1822
202312,서울특별시 구로구,구로디지털단지,승하차인원,12-13시 평균,4030,3836,195
202312,서울특별시 구로구,구로디지털단지,승하차인원,18-19시 평균,11137,12574,-1437
202312,서울특별시 구로구,구로디지털단지,승하차인원,20-21시 평균,4826,5042,-216
202312,서울특별시 강남구,구룡,승하차인원,시간당 평균,260,263,-3
202312,서울특별시 강남구,구룡,승하차인원,08-09시 평균,482,500,-19
202312,서울특별시 강남구,구룡,승하차인원,12-13시 평균,247,221,25
202312,서울특별시 강남구,구룡,승하차인원,18-19시 평균,355,355,0
202312,서울특별시 강남구,구룡,승하차인원,20-21시 평균,147,157,-11
202312,서울특별시 서초구,구반포,승하차인원,시간당 평균,94,102,-8
202312,서울특별시 서초구,구반포,승하차인원,08-09시 평균,176,201,-26
202312,서울특별시 서초구,구반포,승하차인원,12-13시 평균,102,100,2
202312,서울특별시 서초구,구반포,승하차인원,18-19시 평균,198,232,-34
202312,서울특별시 서초구,구반포,승하차인원,20-21시 평균,64,70,-5
202312,서울특별시 은평구,구산,승하차인원,시간당 평균,633,657,-23
202312,서울특별시 은평구,구산,승하차인원,08-09시 평균,1414,1549,-135
202312,서울특별시 은평구,구산,승하차인원,12-13시 평균,728,655,73
202312,서울특별시 은평구,구산,승하차인원,18-19시 평균,1009,1090,-81
202312,서울특별시 은평구,구산,승하차인원,20-21시 평균,486,518,-32
202312,서울특별시 광진구,구의,승하차인원,시간당 평균,2187,2282,-95
202312,서울특별시 광진구,구의,승하차인원,08-09시 평균,4806,5510,-704
202312,서울특별시 광진구,구의,승하차인원,12-13시 평균,1945,1872,73
202312,서울특별시 광진구,구의,승하차인원,18-19시 평균,4456,4891,-436
202312,서울특별시 광진구,구의,승하차인원,20-21시 평균,2115,2176,-62
202312,서울특별시 구로구,구일,승하차인원,시간당 평균,636,710,-74
202312,서울특별시 구로구,구일,승하차인원,08-09시 평균,1076,1289,-213
202312,서울특별시 구로구,구일,승하차인원,12-13시 평균,673,704,-32
202312,서울특별시 구로구,구일,승하차인원,18-19시 평균,1058,1346,-288
202312,서울특별시 구로구,구일,승하차인원,20-21시 평균,565,680,-115
202312,서울특별시 은평구,구파발,승하차인원,시간당 평균,1915,2002,-87
202312,서울특별시 은평구,구파발,승하차인원,08-09시 평균,3472,4006,-534
202312,서울특별시 은평구,구파발,승하차인원,12-13시 평균,2035,1935,100
202312,서울특별시 은평구,구파발,승하차인원,18-19시 평균,3304,3679,-375
202312,서울특별시 은평구,구파발,승하차인원,20-21시 평균,1680,1762,-82
202312,서울특별시 영등포구,국회의사당,승하차인원,시간당 평균,1409,1573,-164
202312,서울특별시 영등포구,국회의사당,승하차인원,08-09시 평균,4872,5653,-781
202312,서울특별시 영등포구,국회의사당,승하차인원,12-13시 평균,1237,1249,-11
202312,서울특별시 영등포구,국회의사당,승하차인원,18-19시 평균,3549,4207,-658
202312,서울특별시 영등포구,국회의사당,승하차인원,20-21시 평균,966,1030,-64
202312,서울특별시 광진구,군자,승하차인원,시간당 평균,2359,2435,-76
202312,서울특별시 광진구,군자,승하차인원,08-09시 평균,4927,5664,-737
202312,서울특별시 광진구,군자,승하차인원,12-13시 평균,2188,2066,122
202312,서울특별시 광진구,군자,승하차인원,18-19시 평균,5094,5539,-445
202312,서울특별시 광진구,군자,승하차인원,20-21시 평균,2412,2450,-37
202312,서울특별시 강동구,굽은다리,승하차인원,시간당 평균,902,880,22
202312,서울특별시 강동구,굽은다리,승하차인원,08-09시 평균,1677,1870,-193
202312,서울특별시 강동구,굽은다리,승하차인원,12-13시 평균,962,890,71
202312,서울특별시 강동구,굽은다리,승하차인원,18-19시 평균,1724,1796,-71
202312,서울특별시 강동구,굽은다리,승하차인원,20-21시 평균,849,804,45
202312,서울특별시 금천구,금천구청,승하차인원,시간당 평균,1009,1074,-65
202312,서울특별시 금천구,금천구청,승하차인원,08-09시 평균,2225,2541,-316
202312,서울특별시 금천구,금천구청,승하차인원,12-13시 평균,1010,969,41
202312,서울특별시 금천구,금천구청,승하차인원,18-19시 평균,2188,2419,-231
202312,서울특별시 금천구,금천구청,승하차인원,20-21시 평균,824,858,-34
202312,서울특별시 성동구,금호,승하차인원,시간당 평균,705,734,-30
202312,서울특별시 성동구,금호,승하차인원,08-09시 평균,1454,1660,-206
202312,서울특별시 성동구,금호,승하차인원,12-13시 평균,733,699,34
202312,서울특별시 성동구,금호,승하차인원,18-19시 평균,1309,1457,-148
202312,서울특별시 성동구,금호,승하차인원,20-21시 평균,646,681,-35
202312,서울특별시 강동구,길동,승하차인원,시간당 평균,761,766,-5
202312,서울특별시 강동구,길동,승하차인원,08-09시 평균,1417,1587,-170
202312,서울특별시 강동구,길동,승하차인원,12-13시 평균,880,838,41
202312,서울특별시 강동구,길동,승하차인원,18-19시 평균,1439,1515,-77
202312,서울특별시 강동구,길동,승하차인원,20-21시 평균,642,628,14
202312,서울특별시 성북구,길음,승하차인원,시간당 평균,1940,2090,-149
202312,서울특별시 성북구,길음,승하차인원,08-09시 평균,3645,4311,-666
202312,서울특별시 성북구,길음,승하차인원,12-13시 평균,1971,1983,-12
202312,서울특별시 성북구,길음,승하차인원,18-19시 평균,3528,4019,-491
202312,서울특별시 성북구,길음,승하차인원,20-21시 평균,1764,1889,-125
202312,서울특별시 강서구,김포공항,승하차인원,시간당 평균,2808,2746,62
202312,서울특별시 강서구,김포공항,승하차인원,시간당 평균,2808,2808,0
202312,서울특별시 강서구,김포공항,승하차인원,08-09시 평균,3652,3870,-219
202312,서울특별시 강서구,김포공항,승하차인원,08-09시 평균,3652,3652,0
202312,서울특별시 강서구,김포공항,승하차인원,12-13시 평균,3583,3343,240
202312,서울특별시 강서구,김포공항,승하차인원,12-13시 평균,3583,3583,0
202312,서울특별시 강서구,김포공항,승하차인원,18-19시 평균,4868,4982,-114
202312,서울특별시 강서구,김포공항,승하차인원,18-19시 평균,4868,4868,0
202312,서울특별시 강서구,김포공항,승하차인원,20-21시 평균,2325,2245,80
202312,서울특별시 강서구,김포공항,승하차인원,20-21시 평균,2325,2325,0
202312,서울특별시 강서구,까치산,승하차인원,시간당 평균,2487,2593,-106
202312,서울특별시 강서구,까치산,승하차인원,08-09시 평균,5381,6085,-705
202312,서울특별시 강서구,까치산,승하차인원,12-13시 평균,2321,2247,74
202312,서울특별시 강서구,까치산,승하차인원,18-19시 평균,4894,5366,-471
202312,서울특별시 강서구,까치산,승하차인원,20-21시 평균,2458,2561,-103
202312,서울특별시 관악구,낙성대,승하차인원,시간당 평균,2429,2561,-132
202312,서울특별시 관악구,낙성대,승하차인원,08-09시 평균,4961,5867,-906
202312,서울특별시 관악구,낙성대,승하차인원,12-13시 평균,2346,2234,112
202312,서울특별시 관악구,낙성대,승하차인원,18-19시 평균,4584,5093,-509
202312,서울특별시 관악구,낙성대,승하차인원,20-21시 평균,2481,2650,-169
202312,서울특별시 구로구,남구로,승하차인원,시간당 평균,1312,1412,-99
202312,서울특별시 구로구,남구로,승하차인원,08-09시 평균,3904,4459,-555
202312,서울특별시 구로구,남구로,승하차인원,12-13시 평균,1031,1003,27
202312,서울특별시 구로구,남구로,승하차인원,18-19시 평균,3096,3616,-521
202312,서울특별시 구로구,남구로,승하차인원,20-21시 평균,1008,1077,-69
202312,서울특별시 서초구,남부터미널,승하차인원,시간당 평균,2702,2813,-111
202312,서울특별시 서초구,남부터미널,승하차인원,08-09시 평균,5938,6920,-982
202312,서울특별시 서초구,남부터미널,승하차인원,12-13시 평균,2779,2592,187
202312,서울특별시 서초구,남부터미널,승하차인원,18-19시 평균,6082,6717,-634
202312,서울특별시 서초구,남부터미널,승하차인원,20-21시 평균,2297,2419,-121
202312,서울특별시 동작구,남성,승하차인원,시간당 평균,993,1061,-68
202312,서울특별시 동작구,남성,승하차인원,08-09시 평균,2189,2577,-388
202312,서울특별시 동작구,남성,승하차인원,12-13시 평균,1035,1013,22
202312,서울특별시 동작구,남성,승하차인원,18-19시 평균,1805,2080,-275
202312,서울특별시 동작구,남성,승하차인원,20-21시 평균,898,959,-62
202312,서울특별시 용산구,남영,승하차인원,시간당 평균,899,986,-88
202312,서울특별시 용산구,남영,승하차인원,08-09시 평균,2117,2531,-414
202312,서울특별시 용산구,남영,승하차인원,12-13시 평균,818,856,-38
202312,서울특별시 용산구,남영,승하차인원,18-19시 평균,2015,2297,-282
202312,서울특별시 용산구,남영,승하차인원,20-21시 평균,811,868,-57
202312,서울특별시 서초구,남태령,승하차인원,시간당 평균,113,118,-5
202312,서울특별시 서초구,남태령,승하차인원,08-09시 평균,276,317,-42
202312,서울특별시 서초구,남태령,승하차인원,12-13시 평균,132,125,7
202312,서울특별시 서초구,남태령,승하차인원,18-19시 평균,194,206,-13
202312,서울특별시 서초구,남태령,승하차인원,20-21시 평균,85,80,5
202312,서울특별시 서초구,내방,승하차인원,시간당 평균,1258,1362,-104
202312,서울특별시 서초구,내방,승하차인원,08-09시 평균,3324,3861,-537
202312,서울특별시 서초구,내방,승하차인원,12-13시 평균,1180,1187,-6
202312,서울특별시 서초구,내방,승하차인원,18-19시 평균,3023,3565,-543
202312,서울특별시 서초구,내방,승하차인원,20-21시 평균,1026,1102,-77
202312,서울특별시 동작구,노들,승하차인원,시간당 평균,390,410,-20
202312,서울특별시 동작구,노들,승하차인원,08-09시 평균,825,947,-122
202312,서울특별시 동작구,노들,승하차인원,12-13시 평균,400,398,2
202312,서울특별시 동작구,노들,승하차인원,18-19시 평균,677,754,-77
202312,서울특별시 동작구,노들,승하차인원,20-21시 평균,340,352,-12
202312,서울특별시 동작구,노량진,승하차인원,시간당 평균,3452,3395,57
202312,서울특별시 동작구,노량진,승하차인원,08-09시 평균,5666,6617,-951
202312,서울특별시 동작구,노량진,승하차인원,12-13시 평균,3587,3193,394
202312,서울특별시 동작구,노량진,승하차인원,18-19시 평균,7173,7406,-233
202312,서울특별시 동작구,노량진,승하차인원,20-21시 평균,3609,3537,71
202312,서울특별시 노원구,노원,승하차인원,시간당 평균,4424,3906,517
202312,서울특별시 노원구,노원,승하차인원,08-09시 평균,6540,6253,287
202312,서울특별시 노원구,노원,승하차인원,12-13시 평균,5258,4310,948
202312,서울특별시 노원구,노원,승하차인원,18-19시 평균,8486,7841,645
202312,서울특별시 노원구,노원,승하차인원,20-21시 평균,4548,3974,574
202312,서울특별시 은평구,녹번,승하차인원,시간당 평균,1328,1416,-88
202312,서울특별시 은평구,녹번,승하차인원,08-09시 평균,2973,3389,-417
202312,서울특별시 은평구,녹번,승하차인원,12-13시 평균,1247,1214,33
202312,서울특별시 은평구,녹번,승하차인원,18-19시 평균,2569,2942,-373
202312,서울특별시 은평구,녹번,승하차인원,20-21시 평균,1236,1306,-70
202312,서울특별시 용산구,녹사평,승하차인원,시간당 평균,493,505,-12
202312,서울특별시 용산구,녹사평,승하차인원,08-09시 평균,754,884,-130
202312,서울특별시 용산구,녹사평,승하차인원,12-13시 평균,504,493,12
202312,서울특별시 용산구,녹사평,승하차인원,18-19시 평균,1070,1154,-84
202312,서울특별시 용산구,녹사평,승하차인원,20-21시 평균,540,560,-21
202312,서울특별시 도봉구,녹천,승하차인원,시간당 평균,364,392,-28
202312,서울특별시 도봉구,녹천,승하차인원,08-09시 평균,752,874,-122
202312,서울특별시 도봉구,녹천,승하차인원,12-13시 평균,412,430,-18
202312,서울특별시 도봉구,녹천,승하차인원,18-19시 평균,558,647,-89
202312,서울특별시 도봉구,녹천,승하차인원,20-21시 평균,297,310,-13
202312,서울특별시 강남구,논현,승하차인원,시간당 평균,1544,1648,-104
202312,서울특별시 강남구,논현,승하차인원,08-09시 평균,3430,3952,-522
202312,서울특별시 강남구,논현,승하차인원,12-13시 평균,1163,1148,15
202312,서울특별시 강남구,논현,승하차인원,18-19시 평균,3888,4410,-522
202312,서울특별시 강남구,논현,승하차인원,20-21시 평균,1426,1513,-87
202312,서울특별시 성동구,답십리,승하차인원,시간당 평균,1374,1429,-55
202312,서울특별시 성동구,답십리,승하차인원,08-09시 평균,3438,3901,-463
202312,서울특별시 성동구,답십리,승하차인원,12-13시 평균,1260,1196,64
202312,서울특별시 성동구,답십리,승하차인원,18-19시 평균,2869,3186,-317
202312,서울특별시 성동구,답십리,승하차인원,20-21시 평균,1192,1238,-46
202312,서울특별시 노원구,당고개,승하차인원,시간당 평균,817,863,-46
202312,서울특별시 노원구,당고개,승하차인원,08-09시 평균,1500,1717,-218
202312,서울특별시 노원구,당고개,승하차인원,12-13시 평균,869,851,18
202312,서울특별시 노원구,당고개,승하차인원,18-19시 평균,1265,1379,-114
202312,서울특별시 노원구,당고개,승하차인원,20-21시 평균,727,750,-24
202312,서울특별시 관악구,당곡,승하차인원,시간당 평균,414,420,-7
202312,서울특별시 관악구,당곡,승하차인원,08-09시 평균,854,930,-76
202312,서울특별시 관악구,당곡,승하차인원,12-13시 평균,446,412,34
202312,서울특별시 관악구,당곡,승하차인원,18-19시 평균,819,889,-70
202312,서울특별시 관악구,당곡,승하차인원,20-21시 평균,401,405,-4
202312,서울특별시 영등포구,당산,승하차인원,시간당 평균,3418,3647,-229
202312,서울특별시 영등포구,당산,승하차인원,08-09시 평균,7239,8453,-1214
202312,서울특별시 영등포구,당산,승하차인원,12-13시 평균,3134,3152,-18
202312,서울특별시 영등포구,당산,승하차인원,18-19시 평균,7552,8622,-1070
202312,서울특별시 영등포구,당산,승하차인원,20-21시 평균,3496,3704,-208
202312,서울특별시 구로구,대림,승하차인원,시간당 평균,3110,3174,-64
202312,서울특별시 구로구,대림,승하차인원,08-09시 평균,5911,6575,-664
202312,서울특별시 구로구,대림,승하차인원,12-13시 평균,3427,3328,98
202312,서울특별시 구로구,대림,승하차인원,18-19시 평균,5102,5514,-412
202312,서울특별시 구로구,대림,승하차인원,20-21시 평균,2637,2660,-23
202312,서울특별시 강남구,대모산입구,승하차인원,시간당 평균,521,553,-32
202312,서울특별시 강남구,대모산입구,승하차인원,08-09시 평균,1160,1346,-186
202312,서울특별시 강남구,대모산입구,승하차인원,12-13시 평균,522,523,-1
202312,서울특별시 강남구,대모산입구,승하차인원,18-19시 평균,918,1037,-119
202312,서울특별시 강남구,대모산입구,승하차인원,20-21시 평균,426,455,-29
202312,서울특별시 영등포구,대방,승하차인원,시간당 평균,1210,1292,-82
