노선,기종점,정류장순번,정류장명,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,00시,01시,02시,03시,Column1
3201,광주터미널 - 광주터미널,67,오포농협,0,0,0,0,24,0,0,0,2,0,0,0,0,11,0,0,11,0,0,4,0,0,0,0,
3201,광주터미널 - 광주터미널,68,오포119안전센터,0,0,0,24,16,0,0,0,0,0,0,0,0,16,4,4,9,0,0,0,0,0,0,0,
3201,광주터미널 - 광주터미널,69,경안중.ICT폴리텍대학,0,0,0,0,20,4,2,0,0,0,0,7,2,13,4,0,2,0,0,2,0,0,0,0,
3201,광주터미널 - 광주터미널,70,경기광주역입구,0,0,0,22,18,0,0,0,0,7,0,0,0,4,11,2,0,0,11,0,2,0,0,0,
3201,광주터미널 - 광주터미널,71,역동사거리,0,0,0,18,16,0,0,0,7,4,0,2,0,0,2,0,0,0,4,0,0,0,0,0,
3201,광주터미널 - 광주터미널,72,광주터미널,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,0,차고지대기(경유),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,1,설운3통.여단앞,0,0,2,2,3,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,2,하송우리,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,3,송우리터미널,0,2,0,5,0,2,2,0,7,2,0,2,0,5,14,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,4,송우6리시장앞,0,5,5,11,0,4,5,2,2,0,7,7,10,4,21,0,0,0,2,5,5,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,5,홈플러스,0,0,0,16,0,0,0,5,12,0,11,10,12,12,24,0,0,0,2,0,7,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,6,소흘읍사무소앞,0,0,0,13,6,5,5,0,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,7,이동교2리.포천공구단지,0,0,0,0,0,2,0,0,0,0,0,12,14,14,36,2,2,0,0,7,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,8,이동교3리.무봉리,0,0,0,0,9,0,0,0,0,3,0,0,0,0,40,2,2,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,9,이동교3리.축석초교,0,7,0,0,0,0,0,0,5,0,13,0,0,11,43,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,10,축석고개,0,10,0,0,11,0,0,0,0,6,0,10,0,13,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,11,귀락마을(경유),0,10,0,0,11,0,0,0,0,6,0,10,0,13,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,12,양지마을후문입구,0,5,0,0,0,5,7,0,7,4,11,7,12,0,26,7,0,0,0,10,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,13,송양초등학교.송산3동행정복지센터,0,0,0,7,11,0,0,0,0,0,16,0,0,0,24,0,0,0,0,14,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,14,양지마을8단지.민락푸르지오아파트,0,2,2,9,0,0,7,2,7,0,0,7,10,0,24,0,0,0,2,21,10,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,15,송양고등학교,0,0,0,2,14,0,0,0,5,2,9,0,0,0,21,0,0,2,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,16,송양중학교.반도유보라아이비파크,2,0,0,0,11,0,0,0,7,0,0,10,0,12,0,0,0,2,4,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,17,부용마을아파트정문,4,12,2,5,23,0,0,10,7,4,11,0,12,0,19,7,0,5,7,7,7,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,18,송산초교.상가단지,7,12,7,7,18,7,2,0,7,4,13,10,10,17,14,5,0,0,7,19,10,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,19,산들마을2단지,11,0,10,10,24,0,13,7,12,7,13,17,12,19,17,14,11,4,14,24,12,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,20,곤재역(경유),11,0,10,10,24,0,13,7,12,7,13,17,12,19,17,14,11,4,14,24,12,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,21,자일교(경유),11,0,10,10,24,0,13,7,12,7,13,17,12,19,17,14,11,4,14,24,12,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,22,경전철효자역,13,10,17,14,40,10,18,2,14,0,9,19,0,0,11,0,9,0,10,19,12,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,23,의정부시외버스터미널,0,0,31,29,0,26,22,0,19,0,12,0,0,0,14,19,0,0,14,21,7,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,24,신동초.신동아파밀리에아파트앞,0,19,43,62,0,26,27,0,0,4,11,2,0,14,0,24,5,0,0,0,10,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,25,장암주공5단지앞,0,33,50,81,49,36,31,17,31,14,19,16,7,12,20,21,10,0,19,21,12,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,26,장암주공2단지.장암우성아파트,0,38,29,90,56,43,33,10,0,17,24,0,21,12,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,27,장암IC(경유),0,38,29,90,56,43,33,10,0,17,24,0,21,12,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,28,장암역삼거리(경유),0,38,29,90,56,43,33,10,0,17,24,0,21,12,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,29,수락산역,0,36,45,64,47,37,21,17,0,29,19,16,17,0,22,24,9,2,19,19,12,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,30,마들역,0,24,50,67,42,34,31,0,12,0,11,21,14,0,20,5,0,0,17,7,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,31,도봉면허시험장,0,29,50,52,33,31,22,19,0,26,11,17,7,0,20,26,10,5,17,21,10,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,32,상계주공3단지,0,29,52,0,31,34,20,21,0,9,2,18,0,10,0,26,12,4,12,21,7,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,33,상계주공1단지,0,31,40,52,33,17,14,24,0,7,11,0,10,14,0,13,0,10,0,4,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,34,노원구민의전당,0,33,43,60,38,29,20,0,0,0,0,17,0,0,0,24,9,0,10,0,0,2,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,35,하계역,0,40,45,57,33,31,0,21,17,24,9,14,0,12,5,21,0,7,10,7,17,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,36,공릉역4번출구,0,0,52,62,36,24,22,0,17,31,0,0,0,12,7,26,21,21,0,10,14,10,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,37,태릉입구역3번출구,0,42,55,60,36,24,19,20,0,33,0,0,0,10,0,31,24,12,12,14,2,12,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,38,석계역,0,49,62,64,38,36,24,24,0,45,0,17,7,26,17,18,29,24,14,17,10,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,39,중랑교(경유),0,49,62,64,38,36,24,24,0,45,0,17,7,26,17,18,29,24,14,17,10,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,40,군자교(경유),0,49,62,64,38,36,24,24,0,45,0,17,7,26,17,18,29,24,14,17,10,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,41,성수대교북단(경유),0,49,62,64,38,36,24,24,0,45,0,17,7,26,17,18,29,24,14,17,10,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,42,신구중학교,0,0,44,60,0,60,29,26,10,33,4,14,13,17,14,29,29,19,14,14,10,21,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,43,서울세관,0,0,33,57,0,57,27,21,0,29,10,14,16,12,21,14,29,11,19,10,12,24,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,44,펜트힐루논현.임피리얼팰리스호텔,0,0,0,52,0,45,21,10,0,26,7,20,0,0,12,0,33,0,14,0,5,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,45,논현아이파크,0,0,31,45,0,50,22,18,0,26,0,7,0,12,12,17,0,16,21,12,14,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,46,차병원,0,0,20,33,21,45,18,18,14,26,11,14,16,19,19,33,29,20,19,17,12,29,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,47,역삼역4번출구,0,0,4,21,12,26,11,11,12,0,29,14,31,31,43,48,48,43,33,33,14,29,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,48,강남역12번출구A,0,0,0,10,5,7,11,9,10,0,24,20,36,36,55,57,57,51,55,36,14,19,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,49,지하철2호선강남역(중),0,0,2,17,7,38,26,7,17,0,45,17,42,55,67,71,74,81,64,43,24,29,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,50,논현역(중),0,0,0,0,0,33,43,7,0,0,48,0,47,62,69,74,0,79,67,48,26,31,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,51,신사역(중),0,0,0,0,5,0,45,7,17,0,52,23,49,71,71,83,79,86,74,60,31,43,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,52,한남IC(경유),0,0,0,0,5,0,45,7,17,0,52,23,49,71,71,83,79,86,74,60,31,43,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,53,동부간선도로입구(경유),0,0,0,0,5,0,45,7,17,0,52,23,49,71,71,83,79,86,74,60,31,43,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,54,군자교(경유),0,0,0,0,5,0,45,7,17,0,52,23,49,71,71,83,79,86,74,60,31,43,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,55,중랑교(경유),0,0,0,0,5,0,45,7,17,0,52,23,49,71,71,83,79,86,74,60,31,43,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,56,태릉입구역4번출구,0,0,0,12,2,24,38,17,12,0,45,18,38,44,76,57,71,76,74,50,40,38,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,57,공릉역1번출구,0,0,0,7,0,10,26,14,10,0,38,0,36,47,76,50,67,78,53,43,20,33,26,0,
3600,차고지대기(경유) - 설운3통.여단앞,58,하계역,0,0,2,10,5,5,17,17,7,0,36,18,26,42,74,40,62,58,67,47,26,33,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,59,서울시립북서울미술관,0,0,4,12,2,0,0,0,0,0,40,13,23,38,71,31,60,58,62,44,43,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,60,백병원,0,0,7,0,0,0,14,0,7,0,36,16,0,36,67,36,57,43,55,40,36,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,61,상계주공6단지,0,0,0,0,0,5,10,0,7,0,36,18,20,36,67,38,60,43,58,42,0,31,19,0,
3600,차고지대기(경유) - 설운3통.여단앞,62,도봉면허시험장,0,0,0,0,0,5,10,11,0,5,0,12,23,40,76,36,52,38,51,38,33,26,21,0,
3600,차고지대기(경유) - 설운3통.여단앞,63,마들역,0,0,0,14,0,0,7,0,4,0,31,14,23,40,79,45,50,38,51,33,0,24,19,0,
3600,차고지대기(경유) - 설운3통.여단앞,64,수락산역3번출구,0,0,0,0,17,0,12,9,7,0,0,0,26,44,93,48,64,48,53,40,22,26,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,65,장암역삼거리(경유),0,0,0,0,17,0,12,9,7,0,0,0,26,44,93,48,64,48,53,40,22,26,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,66,장암IC(경유),0,0,0,0,17,0,12,9,7,0,0,0,26,44,93,48,64,48,53,40,22,26,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,67,장암우성아파트.장암주공2단지,0,0,0,4,0,0,0,0,5,2,29,26,0,38,31,88,45,53,49,0,36,24,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,68,장암주공5단지.한국.풍림아파트,0,0,0,0,0,0,10,3,2,0,0,21,23,31,0,57,26,40,27,24,19,21,19,0,
3600,차고지대기(경유) - 설운3통.여단앞,69,추동아파트,0,0,0,0,14,0,2,5,0,0,0,17,0,29,17,38,17,33,26,17,17,26,17,0,
3600,차고지대기(경유) - 설운3통.여단앞,70,의정부시외버스터미널,0,0,0,0,12,0,0,10,0,0,0,10,0,0,12,24,14,29,21,12,12,24,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,71,경전철효자역,0,0,0,0,7,0,0,0,0,0,0,0,2,24,10,17,14,21,19,0,0,5,14,0,
3600,차고지대기(경유) - 설운3통.여단앞,72,산들마을2단지,0,0,0,2,0,0,0,5,5,0,0,10,2,26,14,17,7,17,14,2,10,7,12,0,
3600,차고지대기(경유) - 설운3통.여단앞,73,송산초교.상가단지,0,0,0,9,10,2,10,0,5,0,0,12,0,23,12,14,7,12,12,7,0,4,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,74,부용마을아파트정문,0,0,0,11,0,0,12,0,0,0,0,12,0,5,14,10,2,9,10,10,0,0,10,0,
3600,차고지대기(경유) - 설운3통.여단앞,75,송양중학교.반도유보라아이비파크,0,0,0,13,0,0,0,0,0,0,0,0,0,26,12,0,0,11,2,0,7,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,76,송양고등학교.호반베르디움2차아파트앞,0,0,0,16,10,0,0,2,0,0,0,7,7,31,2,12,2,2,7,7,0,0,10,0,
3600,차고지대기(경유) - 설운3통.여단앞,77,양지마을8단지.민락푸르지오아파트,0,0,0,0,14,0,0,0,7,0,0,14,0,37,10,0,5,0,7,10,0,2,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,78,송양초.민락센트럴17단지.송산3동행정복지센터,0,0,0,0,17,7,0,7,2,0,0,12,9,34,0,0,0,9,5,0,2,4,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,79,용암마을입구,0,0,0,18,24,0,17,0,5,5,0,7,0,43,0,14,0,7,7,5,0,0,7,0,
3600,차고지대기(경유) - 설운3통.여단앞,80,이동교5리.축석검문소,0,0,0,16,24,0,14,2,0,2,0,0,7,37,0,0,2,0,0,2,0,2,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,81,이동교3리.축석초교,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,82,이동교3리.무봉리,0,0,0,0,19,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,83,이동교2리.포천공구단지,0,0,0,11,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,84,소흘읍사무소앞,0,0,0,0,0,5,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,
3600,차고지대기(경유) - 설운3통.여단앞,85,원일아파트.송우5리,0,0,0,4,0,2,0,2,0,0,0,0,5,17,2,5,0,5,2,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,86,송우리터미널,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,0,2,0,
3600,차고지대기(경유) - 설운3통.여단앞,87,송우교,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
3600,차고지대기(경유) - 설운3통.여단앞,88,설운3통.여단앞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,0,한숲3단지,9,4,13,2,7,16,11,7,2,2,2,2,4,2,7,0,2,2,0,2,0,0,0,0,
4101,한숲3단지 - 한숲4단지,1,한숲5단지,0,33,40,20,16,36,24,22,9,7,4,4,7,53,11,7,11,4,7,7,4,0,0,0,
4101,한숲3단지 - 한숲4단지,2,남곡사거리.남곡초교,0,36,18,0,0,38,27,24,0,9,0,0,0,51,0,2,0,0,0,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,3,창리입구삼거리(경유),0,36,18,0,0,38,27,24,0,9,0,0,0,51,0,2,0,0,0,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,4,송전터미널,0,36,44,24,18,38,31,31,9,16,11,7,16,38,20,7,13,9,7,4,0,0,0,0,
4101,한숲3단지 - 한숲4단지,5,신창.덕성2리,0,13,0,0,0,36,36,0,13,0,0,0,0,36,0,4,0,0,0,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,6,천리농협.샘골마을,0,42,60,29,22,38,38,33,20,18,11,0,16,27,22,9,13,7,4,0,2,0,0,0,
4101,한숲3단지 - 한숲4단지,7,천리신미주아파트,0,44,69,33,24,0,22,0,0,20,13,11,18,20,20,11,9,9,0,0,7,0,0,0,
4101,한숲3단지 - 한숲4단지,8,베네스타아파트,0,0,71,0,0,0,47,0,18,22,16,13,0,0,0,0,7,0,0,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,9,에이스카운티,0,47,76,33,27,0,0,42,22,24,22,22,16,7,0,0,0,11,7,2,0,0,0,0,
4101,한숲3단지 - 한숲4단지,10,은화삼CC입구(경유),0,47,76,33,27,0,0,42,22,24,22,22,16,7,0,0,0,11,7,2,0,0,0,0,
4101,한숲3단지 - 한숲4단지,11,대촌교차로(경유),0,47,76,33,27,0,0,42,22,24,22,22,16,7,0,0,0,11,7,2,0,0,0,0,
4101,한숲3단지 - 한숲4단지,12,궁촌교(경유),0,47,76,33,27,0,0,42,22,24,22,22,16,7,0,0,0,11,7,2,0,0,0,0,
4101,한숲3단지 - 한숲4단지,13,자봉마을.써니밸리입구,0,51,89,64,40,24,0,44,0,0,27,0,0,0,0,0,0,13,0,9,0,0,0,0,
4101,한숲3단지 - 한숲4단지,14,쌍용아파트.현대1차.신창미션힐,0,69,98,76,56,60,51,62,44,22,31,20,22,22,22,13,4,11,9,11,7,0,0,0,
4101,한숲3단지 - 한숲4단지,15,한국민속촌.보라효성해링턴.삼정아파트,0,78,98,80,62,64,67,71,36,49,38,27,33,31,24,13,0,0,9,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,16,민속촌입구,0,87,80,82,60,80,73,89,38,51,36,0,36,38,20,0,7,4,9,13,0,0,0,0,
4101,한숲3단지 - 한숲4단지,17,통미마을.보라1동,0,0,0,82,62,49,73,87,42,0,33,0,18,0,18,0,0,7,0,0,9,0,0,0,
4101,한숲3단지 - 한숲4단지,18,금화마을입구,0,84,98,84,64,84,80,89,42,49,36,24,38,42,13,11,0,0,0,9,0,0,0,0,
4101,한숲3단지 - 한숲4단지,19,경기도박물관입구,0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,20,수원신갈TG(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,21,신갈JC(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,22,죽전(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,23,서울TG(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,24,판교IC(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,25,금토JC(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,26,서울진입(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,27,청계산입구역(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,28,양재IC(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,29,서초IC(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,30,반포IC(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,31,한남IC(경유),0,87,96,87,67,87,80,91,0,47,27,0,42,44,20,9,0,9,2,9,11,0,0,0,
4101,한숲3단지 - 한숲4단지,32,순천향대학병원,0,0,71,78,64,42,73,89,67,31,29,27,7,38,0,11,2,2,4,4,2,7,0,0,
4101,한숲3단지 - 한숲4단지,33,한남1고가차도(경유),0,0,71,78,64,42,73,89,67,31,29,27,7,38,0,11,2,2,4,4,2,7,0,0,
4101,한숲3단지 - 한숲4단지,34,남산1호터널TG(경유),0,0,71,78,64,42,73,89,67,31,29,27,7,38,0,11,2,2,4,4,2,7,0,0,
4101,한숲3단지 - 한숲4단지,35,서울백병원.국가인권위.안중근활동터(중),0,0,47,58,42,29,47,40,42,22,16,16,9,16,16,7,0,0,2,2,0,4,0,0,
4101,한숲3단지 - 한숲4단지,36,SKT타워(경유),0,0,47,58,42,29,47,40,42,22,16,16,9,16,16,7,0,0,2,2,0,4,0,0,
4101,한숲3단지 - 한숲4단지,37,서울시청,0,0,29,29,27,16,13,16,9,13,9,11,18,16,36,11,18,13,4,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,38,시청교차로(경유),0,0,29,29,27,16,13,16,9,13,9,11,18,16,36,11,18,13,4,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,39,신한은행본점,0,0,2,7,11,2,2,4,4,11,18,11,11,22,58,13,20,18,7,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,40,서울역교차로(경유),0,0,2,7,11,2,2,4,4,11,18,11,11,22,58,13,20,18,7,0,0,0,0,0,
4101,한숲3단지 - 한숲4단지,41,숭례문,0,2,4,2,2,4,2,2,13,18,18,9,31,42,78,20,36,29,11,9,0,4,0,0,
4101,한숲3단지 - 한숲4단지,42,남대문로3가(경유),0,2,4,2,2,4,2,2,13,18,18,9,31,42,78,20,36,29,11,9,0,4,0,0,
4101,한숲3단지 - 한숲4단지,43,명동입구,0,0,4,7,7,7,7,0,22,20,20,22,36,71,98,69,56,22,44,16,7,13,0,0,
4101,한숲3단지 - 한숲4단지,44,남대문세무서.서울백병원(중),0,0,7,9,7,9,9,0,24,24,27,40,47,84,0,80,44,71,62,20,9,16,0,0,
4101,한숲3단지 - 한숲4단지,45,남산1호터널TG(경유),0,0,7,9,7,9,9,0,24,24,27,40,47,84,0,80,44,71,62,20,9,16,0,0,
4101,한숲3단지 - 한숲4단지,46,한남1고가차도진입(경유),0,0,7,9,7,9,9,0,24,24,27,40,47,84,0,80,44,71,62,20,9,16,0,0,
4101,한숲3단지 - 한숲4단지,47,남산고가차도출입(경유),0,0,7,9,7,9,9,0,24,24,27,40,47,84,0,80,44,71,62,20,9,16,0,0,
4101,한숲3단지 - 한숲4단지,48,순천향대학병원,0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,49,한남IC(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,50,반포IC(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,51,서초IC(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,52,양재IC(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,53,청계산입구역(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,54,성남진입(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,55,금토JC(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,56,판교IC(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,57,서울TG(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,58,죽전(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,59,신갈JC(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,60,수원신갈TG(경유),0,0,16,11,13,13,4,16,27,27,42,36,73,0,91,82,56,80,71,22,16,18,0,0,
4101,한숲3단지 - 한숲4단지,61,신갈오거리,0,0,0,13,11,9,16,0,0,27,24,33,38,71,84,93,49,80,80,40,11,20,4,0,
4101,한숲3단지 - 한숲4단지,62,금화마을입구,0,0,0,16,0,16,0,0,7,24,0,44,0,62,91,91,82,78,87,38,13,13,0,0,
4101,한숲3단지 - 한숲4단지,63,통미마을.보라1동,0,0,0,9,0,13,11,0,0,9,27,42,40,71,87,87,76,73,82,36,0,16,0,0,
4101,한숲3단지 - 한숲4단지,64,보라마을입구,0,0,0,11,0,9,11,13,4,22,20,33,36,58,80,73,71,67,64,38,0,9,0,0,
4101,한숲3단지 - 한숲4단지,65,한국민속촌.보라효성해링턴.삼정아파트,0,0,0,13,0,4,9,11,0,11,24,33,27,56,71,60,64,60,60,31,0,0,0,0,
4101,한숲3단지 - 한숲4단지,66,쌍용아파트.현대1차.신창미션힐,0,0,0,0,4,2,11,9,2,7,18,22,16,47,49,38,44,49,40,27,24,9,0,0,
4101,한숲3단지 - 한숲4단지,67,자봉마을.써니밸리입구,0,0,0,0,0,9,0,7,0,0,16,24,18,11,47,33,0,42,36,0,22,0,0,0,
4101,한숲3단지 - 한숲4단지,68,궁촌교(경유),0,0,0,0,0,9,0,7,0,0,16,24,18,11,47,33,0,42,36,0,22,0,0,0,
4101,한숲3단지 - 한숲4단지,69,대촌교차로(경유),0,0,0,0,0,9,0,7,0,0,16,24,18,11,47,33,0,42,36,0,22,0,0,0,
4101,한숲3단지 - 한숲4단지,70,에이스카운티,0,0,0,0,7,0,0,0,0,9,18,22,16,40,0,49,18,33,31,31,20,0,2,0,
4101,한숲3단지 - 한숲4단지,71,베네스타아파트,0,0,0,0,0,0,0,0,0,4,0,0,0,0,36,0,36,31,29,29,9,0,0,0,
4101,한숲3단지 - 한숲4단지,72,천리신미주아파트,0,0,0,0,13,7,0,0,4,0,0,16,0,0,0,40,29,29,27,24,18,0,4,0,
4101,한숲3단지 - 한숲4단지,73,천리농협.샘골마을,0,0,0,0,16,0,9,0,9,7,0,13,0,36,29,29,22,27,20,20,16,7,2,0,
