Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30
0,0,0,0,0,장애인,35,37,32,27,28,26,29,30,29,29,32,33,35,37,35,34,37,36,39,30,27,23,29,23
0,0,0,0,0,청소년,18,34,31,14,19,21,17,18,26,26,26,29,24,27,30,28,29,30,30,28,20,24,21,14
0,0,0,2023-12-13(수),맑음,경로,43,36,32,30,32,28,29,28,29,30,32,34,35,34,34,34,35,36,34,30,25,31,41,29
0,0,0,0,0,국가유공자,68,36,20,28,26,24,27,27,22,35,26,29,32,30,37,28,28,33,36,42,18,0,0,0
0,0,0,0,0,어린이,0,0,22,24,14,25,24,23,23,14,14,14,15,16,15,15,17,17,18,22,18,0,0,0
0,0,0,0,0,외국인,0,0,0,40,50,34,23,33,32,30,34,29,30,30,28,31,35,39,38,36,0,0,0,0
0,0,0,0,0,일반인,44,40,35,33,28,27,29,30,32,32,34,37,40,41,41,39,40,40,40,36,30,34,37,34
0,0,0,0,0,장애인,37,35,29,28,26,26,28,30,30,30,32,33,39,36,35,34,35,36,35,30,21,37,50,32
0,0,0,0,0,청소년,14,45,31,14,22,17,20,21,22,24,27,26,24,29,30,28,31,32,32,27,23,47,53,20
0,0,0,2023-12-14(목),강우,경로,48,35,33,30,29,29,29,28,28,31,33,35,36,34,36,35,36,36,36,33,22,43,44,29
0,0,0,0,0,국가유공자,0,23,25,27,24,26,27,29,31,27,29,31,36,28,34,27,33,28,35,29,23,0,0,0
0,0,0,0,0,어린이,0,42,28,26,12,28,22,23,26,16,13,13,16,18,16,15,18,17,18,21,30,0,0,0
0,0,0,0,0,외국인,0,0,23,63,25,30,30,31,34,29,25,27,34,35,35,30,28,36,35,30,14,0,0,0
0,0,0,0,0,일반인,45,38,35,34,28,27,29,30,32,33,35,37,41,42,42,40,41,42,41,37,30,29,33,31
0,0,0,0,0,장애인,49,38,31,30,27,27,30,30,28,30,33,34,36,36,36,34,38,36,36,33,27,54,47,22
0,0,0,0,0,청소년,91,42,32,14,19,20,20,25,25,26,28,24,24,28,29,28,31,31,31,33,22,25,0,18
0,0,강동구,2023-12-01(금),맑음,경로,39,37,34,33,38,30,32,30,29,28,30,30,32,29,28,30,31,31,29,24,16,35,0,15
0,0,0,0,0,국가유공자,15,35,38,38,25,40,40,45,43,33,47,49,42,38,31,13,21,21,16,28,0,0,0,0
0,0,0,0,0,어린이,0,0,36,29,12,17,23,40,26,14,26,16,16,18,15,12,17,20,22,15,0,0,0,0
0,0,0,0,0,외국인,0,0,0,0,23,7,35,48,35,17,0,48,0,56,0,0,71,98,0,0,0,0,0,0
0,0,0,0,0,일반인,41,39,42,40,33,31,32,32,32,30,30,32,36,35,32,29,30,31,30,27,24,30,34,24
0,0,0,0,0,장애인,35,36,34,30,27,28,30,28,27,29,28,28,28,31,25,22,25,26,26,28,20,43,0,32
0,0,0,0,0,청소년,0,59,41,17,30,26,24,20,23,24,21,18,19,20,20,18,20,20,16,20,17,5,6,8
0,0,0,2023-12-02(토),맑음,경로,38,38,32,33,38,37,37,33,31,31,32,35,34,29,30,31,36,30,32,25,21,0,0,38
0,0,0,0,0,국가유공자,22,40,42,37,34,33,35,25,24,24,34,31,31,22,24,22,17,28,19,13,5,0,0,0
0,0,0,0,0,어린이,0,0,35,34,32,28,28,26,30,26,24,25,22,20,20,20,22,33,33,5,16,0,0,0
0,0,0,0,0,외국인,0,0,0,74,0,0,0,48,44,32,0,0,0,0,30,64,0,39,58,0,0,0,0,0
0,0,0,0,0,일반인,44,38,33,35,34,34,35,34,34,33,34,37,37,32,30,31,31,32,30,25,19,26,28,21
0,0,0,0,0,장애인,46,36,27,26,32,34,32,29,32,30,31,30,32,25,26,30,29,29,26,22,27,21,0,0
0,0,0,0,0,청소년,7,72,57,35,33,22,24,26,24,21,21,22,24,18,17,19,19,27,16,17,12,12,0,3
0,0,0,2023-12-03(일),맑음,경로,43,37,32,37,37,38,33,33,31,31,32,33,32,30,30,37,30,28,26,20,11,65,20,38
0,0,0,0,0,국가유공자,0,42,28,32,23,38,33,30,27,31,28,22,27,21,25,27,49,20,16,5,0,0,0,0
0,0,0,0,0,어린이,0,0,20,30,29,30,25,26,26,22,24,27,19,21,19,18,14,15,8,19,0,0,0,0
0,0,0,0,0,외국인,0,0,0,0,28,42,0,0,25,0,0,54,0,0,0,21,0,39,14,0,0,0,0,0
0,0,0,0,0,일반인,44,39,33,35,34,32,33,32,32,31,31,32,31,30,28,31,31,31,30,23,18,34,31,25
0,0,0,0,0,장애인,49,33,29,44,34,29,27,31,30,30,29,29,28,25,27,25,24,23,26,22,13,0,0,12
0,0,0,0,0,청소년,114,92,61,43,28,23,23,24,21,20,22,21,20,19,20,22,19,17,16,15,9,5,5,6
0,0,0,2023-12-04(월),맑음,경로,40,37,34,32,31,30,32,30,29,28,30,31,31,29,27,27,32,28,31,25,19,41,47,28
0,0,0,0,0,국가유공자,65,48,34,39,27,36,37,44,43,39,45,50,43,40,30,28,22,27,21,0,0,0,46,0
0,0,0,0,0,어린이,0,126,12,29,10,16,26,17,7,22,14,14,14,13,15,15,11,12,14,13,0,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,0,69,16,41,0,25,0,0,0,35,51,0,0,0,0,0,0,0,0
0,0,0,0,0,일반인,39,41,43,41,33,32,33,32,31,29,29,30,34,34,33,30,31,30,29,26,23,40,43,26
0,0,0,0,0,장애인,33,36,35,32,29,28,29,28,28,25,27,27,29,28,26,22,28,24,19,18,20,88,0,32
0,0,0,0,0,청소년,63,54,40,16,16,21,27,17,24,23,20,17,19,17,18,15,18,17,15,17,10,5,7,5
0,0,0,2023-12-05(화),맑음,경로,40,45,33,33,32,31,33,32,30,28,30,31,40,29,27,29,32,31,27,25,16,72,32,20
0,0,0,0,0,국가유공자,45,37,37,50,28,34,45,43,47,39,44,51,47,35,19,18,20,17,17,33,0,0,0,0
0,0,0,0,0,어린이,0,0,31,25,20,33,41,21,13,16,14,15,16,14,12,13,16,17,22,0,0,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,0,29,0,39,142,57,46,0,34,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,일반인,40,40,43,41,34,33,33,32,32,30,30,31,35,34,32,29,31,31,30,26,24,37,39,28
0,0,0,0,0,장애인,36,36,34,32,30,28,30,28,27,27,27,27,30,30,26,24,27,26,25,28,19,36,0,0
0,0,0,0,0,청소년,0,47,42,17,31,33,25,21,18,21,21,19,19,17,17,16,17,17,15,20,15,30,0,0
0,0,0,2023-12-06(수),맑음,경로,38,37,32,34,30,30,30,32,29,28,31,31,33,29,27,28,32,28,28,26,28,0,35,35
0,0,0,0,0,국가유공자,45,43,39,42,29,42,45,46,42,40,52,51,40,34,24,19,19,25,14,47,0,9,0,0
0,0,0,0,0,어린이,0,0,27,32,21,32,35,20,26,14,14,15,16,14,14,16,11,11,14,22,24,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,0,122,0,61,56,29,0,0,0,48,0,32,0,0,0,0,0,0,0
0,0,0,0,0,일반인,38,40,43,40,33,32,32,32,32,29,30,31,35,34,32,29,31,30,31,27,26,39,36,26
0,0,0,0,0,장애인,34,35,32,32,26,28,29,28,28,26,28,27,30,30,26,25,30,23,21,26,16,29,0,19
0,0,0,0,0,청소년,52,50,40,19,24,21,19,19,25,21,21,21,17,18,19,15,16,17,16,20,13,0,0,0
0,0,0,2023-12-07(목),맑음,경로,42,36,34,32,30,30,35,32,30,28,31,32,33,35,29,28,31,32,28,27,19,28,46,20
0,0,0,0,0,국가유공자,41,35,33,38,25,41,42,42,47,36,44,49,44,40,20,25,21,21,23,34,25,11,0,0
0,0,0,0,0,어린이,0,15,23,34,16,21,39,17,15,16,17,14,17,15,13,16,15,13,21,0,0,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,0,0,0,0,63,79,0,31,22,55,0,0,0,0,0,0,0,0,0
0,0,0,0,0,일반인,39,40,43,40,33,32,33,33,32,30,30,32,34,34,32,29,30,31,31,27,24,34,43,28
0,0,0,0,0,장애인,37,36,34,30,28,26,31,27,29,27,29,27,29,28,25,26,23,22,22,25,32,52,49,0
0,0,0,0,0,청소년,38,46,38,19,23,20,18,20,20,22,21,22,17,19,18,16,17,18,15,18,14,49,10,0
0,0,0,2023-12-08(금),맑음,경로,37,35,34,32,31,30,33,31,29,28,31,32,33,29,28,29,33,32,29,23,23,51,14,12
0,0,0,0,0,국가유공자,45,36,37,42,26,39,41,42,43,33,49,47,43,29,22,22,36,31,18,19,0,6,0,0
0,0,0,0,0,어린이,14,0,17,31,11,28,34,12,23,20,15,19,15,20,16,16,10,21,25,13,32,0,0,0
0,0,0,0,0,외국인,0,0,0,87,0,0,18,38,0,0,47,56,0,0,48,0,0,0,0,49,0,0,0,0
0,0,0,0,0,일반인,39,40,43,40,32,31,33,32,32,31,31,33,36,36,33,29,30,31,31,27,21,31,31,28
0,0,0,0,0,장애인,34,37,30,32,28,27,27,26,28,30,30,25,29,27,27,24,29,23,28,22,14,28,38,0
0,0,0,0,0,청소년,31,56,39,16,16,20,19,22,22,26,21,18,20,21,19,18,19,19,18,22,11,12,12,0
0,0,0,2023-12-09(토),맑음,경로,40,39,34,34,39,39,39,34,32,31,32,37,36,32,31,34,36,35,31,24,16,0,38,33
0,0,0,0,0,국가유공자,14,25,54,31,35,36,32,38,27,33,33,32,23,32,22,15,22,32,30,11,11,0,0,0
0,0,0,0,0,어린이,0,0,35,28,31,25,24,25,26,26,24,24,25,25,18,19,19,19,26,8,43,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,56,0,0,0,0,0,0,0
0,0,0,0,0,일반인,40,37,35,36,33,33,35,34,34,33,35,37,37,33,30,31,31,32,33,25,19,20,27,21
0,0,0,0,0,장애인,31,32,27,33,34,30,33,31,28,28,32,28,31,31,28,30,27,29,24,26,14,0,35,34
0,0,0,0,0,청소년,27,54,25,38,31,21,23,27,26,23,22,22,22,21,18,20,21,23,20,15,15,4,0,0
0,0,0,2023-12-10(일),맑음,경로,34,37,32,35,38,39,34,34,32,31,33,34,33,31,31,33,33,30,29,19,33,0,5,35
0,0,0,0,0,국가유공자,46,31,28,32,30,35,28,26,25,35,37,32,23,19,26,38,16,11,15,0,0,0,0,0
0,0,0,0,0,어린이,0,0,87,27,30,34,29,29,28,23,25,22,19,20,20,23,28,15,31,16,3,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,0,0,0,0,0,0,40,0,0,49,0,0,0,0,0,0,0,0,0
0,0,0,0,0,일반인,41,38,33,34,33,33,32,33,32,31,33,32,31,30,30,31,32,32,30,23,19,35,29,24
0,0,0,0,0,장애인,46,33,27,34,30,31,30,31,30,29,29,30,29,27,28,25,28,25,29,13,18,20,105,0
0,0,0,0,0,청소년,0,51,35,29,27,23,22,25,25,23,23,25,22,19,19,27,18,22,16,15,14,11,0,0
0,0,0,2023-12-11(월),강우,경로,43,36,33,32,29,30,32,33,38,28,30,31,33,30,28,29,32,26,27,26,18,0,6,39
0,0,0,0,0,국가유공자,40,20,36,36,26,41,45,40,43,39,43,46,46,37,27,27,21,41,15,22,0,11,0,0
0,0,0,0,0,어린이,0,27,4,31,14,18,13,14,12,17,13,13,11,13,15,13,15,15,22,16,0,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,8,42,15,83,0,11,0,44,37,29,0,0,0,0,0,0,0,0,0
0,0,0,0,0,일반인,40,41,43,41,33,32,33,32,31,29,30,31,33,34,32,29,29,30,28,27,24,37,37,26
0,0,0,0,0,장애인,32,36,34,31,26,27,29,27,26,24,29,27,29,28,26,26,23,22,23,27,16,0,14,0
0,0,0,0,0,청소년,0,47,39,18,34,20,18,25,18,17,20,17,17,18,17,15,16,17,13,16,17,8,3,0
0,0,0,2023-12-12(화),맑음,경로,39,36,33,33,32,32,33,32,30,27,29,32,33,30,28,30,33,29,30,30,22,83,56,33
0,0,0,0,0,국가유공자,45,27,34,41,31,36,45,41,42,40,45,47,46,37,25,22,28,15,12,25,2,11,0,0
0,0,0,0,0,어린이,131,0,4,29,19,24,21,28,15,16,14,15,13,15,13,11,19,11,13,46,0,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,18,42,0,0,60,0,0,0,0,32,0,0,0,0,0,0,0,0,0
0,0,0,0,0,일반인,39,40,43,41,33,33,33,32,32,30,30,32,34,34,32,29,30,31,29,26,25,34,40,29
0,0,0,0,0,장애인,28,34,35,33,29,29,34,27,28,26,29,28,30,28,24,25,25,29,26,18,21,0,27,15
0,0,0,0,0,청소년,39,53,39,19,34,23,19,25,23,23,23,20,18,18,18,16,17,16,18,17,15,0,0,0
0,0,0,2023-12-13(수),맑음,경로,39,48,33,33,39,31,33,32,30,28,31,31,33,29,27,27,31,29,27,28,21,23,30,42
0,0,0,0,0,국가유공자,59,31,36,38,29,40,45,44,43,38,47,48,39,39,29,15,19,32,30,11,0,57,0,0
0,0,0,0,0,어린이,0,90,21,35,17,25,26,28,22,18,16,15,13,13,12,12,17,19,9,45,0,0,0,0
0,0,0,0,0,외국인,0,0,0,0,63,0,0,0,0,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0
0,0,0,0,0,일반인,41,40,43,40,33,33,33,32,32,30,31,31,35,34,32,28,30,30,30,27,22,35,34,27
0,0,0,0,0,장애인,30,35,35,32,29,29,31,28,27,26,27,28,28,31,26,24,26,27,24,27,24,87,44,25
0,0,0,0,0,청소년,0,60,39,19,32,25,23,22,22,22,20,19,20,18,18,17,17,17,19,19,18,26,10,0
0,0,0,2023-12-14(목),강우,경로,37,36,34,33,31,32,34,32,31,29,31,32,33,29,28,28,34,30,28,25,18,19,28,24
0,0,0,0,0,국가유공자,39,37,35,38,31,39,44,47,41,37,48,48,43,32,31,14,25,13,23,8,13,9,0,10
0,0,0,0,0,어린이,0,0,31,28,13,26,22,41,33,20,14,15,12,14,12,15,16,12,14,0,0,0,0,0
0,0,0,0,0,외국인,0,67,0,0,0,0,0,122,10,0,70,0,15,0,0,0,0,38,0,0,0,0,0,0
0,0,0,0,0,일반인,37,40,43,40,33,32,34,33,32,30,30,31,34,34,31,28,30,30,29,26,24,35,41,26
0,0,0,0,0,장애인,29,35,31,30,27,26,30,27,30,26,28,27,28,28,24,23,27,24,24,29,21,24,31,0
0,0,0,0,0,청소년,108,50,41,18,28,31,20,25,21,25,21,23,18,19,16,16,17,16,15,19,20,13,0,0
0,0,강북구,2023-12-01(금),맑음,경로,40,42,38,29,28,26,25,24,26,23,23,24,23,23,21,21,24,23,23,17,12,8,25,50
0,0,0,0,0,국가유공자,30,18,30,33,29,21,24,27,29,24,28,20,26,15,18,21,16,18,17,35,0,0,0,0
0,0,0,0,0,어린이,0,13,58,18,8,17,13,33,15,14,12,13,15,15,15,13,15,15,13,0,0,0,0,0
0,0,0,0,0,외국인,0,0,0,32,0,29,0,0,37,0,38,26,29,0,0,0,0,77,0,0,0,0,0,0
0,0,0,0,0,일반인,41,41,42,42,34,32,30,29,29,29,30,29,30,30,27,24,25,26,25,21,18,20,24,25
0,0,0,0,0,장애인,37,46,39,34,27,25,24,24,24,22,20,19,24,24,20,20,19,20,16,17,10,21,6,18
0,0,0,0,0,청소년,10,62,36,19,17,27,24,17,21,26,21,16,18,19,17,15,17,21,15,13,10,25,10,15
0,0,0,2023-12-02(토),맑음,경로,38,42,33,30,31,30,31,29,27,26,27,29,27,25,23,28,29,25,22,18,18,4,0,0
0,0,0,0,0,국가유공자,33,18,48,24,26,28,26,23,20,27,20,28,32,28,16,22,27,23,18,3,0,0,0,0
0,0,0,0,0,어린이,0,14,28,29,32,22,22,21,19,21,17,20,19,17,16,16,19,13,18,22,8,0,0,0
0,0,0,0,0,외국인,0,0,0,0,0,0,57,25,0,30,41,32,96,23,37,0,0,33,0,0,0,0,0,0
0,0,0,0,0,일반인,42,41,37,35,33,32,33,32,31,30,32,32,31,28,25,25,27,27,26,20,15,17,22,22
0,0,0,0,0,장애인,38,37,37,28,28,29,26,26,27,22,24,24,25,22,20,22,26,23,23,13,12,12,21,0
0,0,0,0,0,청소년,34,51,51,37,29,27,29,27,21,21,24,20,20,20,16,20,21,19,19,19,12,3,7,0
0,0,0,2023-12-03(일),맑음,경로,40,43,32,31,32,32,29,30,25,26,29,29,27,25,22,25,27,24,20,14,10,13,23,31
