Column1,행정구,행정동,인구수,age_10,age_20,age_3040,노약자,사업체수,종사자수,집개수,소득,버스정류장개수,지하철역개수,도로평균속도,1인당자동차등록대수,시내버스노선수,버스승차량
213,강북구,송천동,25397,0.064640847,0.139625585,0.27670759,0.215424269,2658,7730,7165,2444557,18,1,15.71,0.228727802,104,5010367
214,송파구,송파1동,23805,0.054179628,0.125684136,0.247037052,0.254124503,3406,16572,9335,3129216,14,0,15.8,0.324511657,109,3106688
215,송파구,송파2동,18733,0.048687251,0.175215291,0.37231674,0.154589372,1257,3951,6583,4370970,12,0,16.94,0.35829819,23,792609
216,구로구,수궁동,23141,0.094058613,0.126781615,0.30283457,0.16788555,1801,6447,8840,2682295,41,2,16.81,0.351929476,133,4368735
217,은평구,수색동,19225,0.077956873,0.116027829,0.282917765,0.213257854,791,2760,3114,3253972,18,3,15.15,0.244213264,170,2458780
218,강남구,수서동,14217,0.070741222,0.124057217,0.318439532,0.154486346,2229,18865,7246,3847379,18,2,21.86,0.366392347,116,5083768
219,강북구,수유1동,20344,0.035520855,0.081662798,0.248716326,0.358444116,2031,5815,6781,2220463,39,1,16.1,0.275019662,77,4262585
220,강북구,수유2동,20836,0.061639796,0.147463626,0.265237908,0.229600865,1828,4637,7243,2577008,13,1,15.06,0.257631023,54,2386089
221,강북구,수유3동,23920,0.059992321,0.129487426,0.249136111,0.251823767,3235,9873,5962,2205999,24,0,15.83,0.208988294,96,7413919
222,종로구,숭인1동,6102,0.046948161,0.200752508,0.268938127,0.207859532,736,1897,1588,2868519,12,1,16.75,0.242051786,28,2297190
223,종로구,숭인2동,10540,0.057194363,0.134709931,0.283677483,0.208947886,2267,6053,3358,2607311,8,0,13.73,0.207305503,43,1903334
224,금천구,시흥1동,33883,0.032068311,0.272390892,0.282163188,0.166603416,4103,15341,10181,2757307,42,1,16.11,0.350942951,130,6397835
225,금천구,시흥2동,20705,0.06088599,0.132987044,0.289466694,0.199421539,1090,2778,7981,3181421,20,0,18.27,0.345568703,17,2206913
226,금천구,시흥3동,10457,0.096595025,0.102680512,0.25805361,0.215889882,3839,9592,4077,2516251,16,0,30.17,0.419623219,44,1240154
227,금천구,시흥4동,20253,0.059481687,0.115042555,0.257148322,0.241656307,1171,2350,5976,2405620,25,0,16.38,0.310225646,39,2602059
228,금천구,시흥5동,18824,0.065224905,0.118698464,0.254875821,0.226830593,1517,3732,5507,2375052,35,0,16.13,0.28660221,80,4106497
229,영등포구,신길1동,20641,0.064226519,0.113578411,0.248565661,0.247768806,1492,4556,4280,2780044,21,1,18.56,0.239377937,55,3128324
230,영등포구,신길3동,17083,0.044523037,0.181241219,0.313696042,0.181483455,1274,2701,4739,3085442,25,0,14.43,0.288649535,56,2240501
231,영등포구,신길4동,12980,0.063220746,0.117660832,0.29391793,0.199145349,620,1455,3725,2717791,13,0,15.32,0.287442219,30,1456592
232,영등포구,신길5동,11021,0.06587057,0.111479199,0.299383667,0.197688752,721,2192,2301,2656511,21,0,15.72,0.308501951,60,1366275
233,영등포구,신길6동,18507,0.070229562,0.101351964,0.288993739,0.202340985,1659,5235,5043,2954616,23,2,15.49,0.285351489,65,2080614
234,영등포구,신길7동,20044,0.060679743,0.154374021,0.300805101,0.187334522,996,3511,6690,3616070,32,3,15.95,0.334364398,55,2474697
235,중랑구,신내1동,38247,0.089702654,0.122979445,0.337357813,0.139592896,3257,15420,12959,2780491,53,1,25.44,0.335058959,316,5146365
236,중랑구,신내2동,19906,0.100818365,0.11386514,0.271786022,0.197819437,1556,7186,8440,3060535,19,0,16.87,0.346177032,86,3553517
237,중구,신당5동,10472,0.075002512,0.109916608,0.279764895,0.224907063,1552,4149,3376,3027979,8,1,13.23,0.2855233,36,2071613
238,중구,신당동,8921,0.049274255,0.15565317,0.312834225,0.184778457,12136,23988,2526,2816850,8,2,13.86,0.378432911,31,1493677
239,동작구,신대방1동,25123,0.031947091,0.222844973,0.302880843,0.172178007,1453,3806,6538,3845094,14,0,15.55,0.298332206,31,1401748
240,동작구,신대방2동,22383,0.091629184,0.13919516,0.291087848,0.17036182,1810,18775,5520,3340157,28,2,16.54,0.284725015,49,3147946
241,구로구,신도림동,36089,0.080418175,0.166108207,0.327123263,0.15820042,3711,15112,11124,4380318,41,3,19.63,0.353875142,122,6014708
242,관악구,신림동,24037,0.098173959,0.116572917,0.344647954,0.144143645,2385,6024,4242,2434279,17,1,14.5,0.19045638,69,7121345
243,은평구,신사1동,26761,0.020010817,0.395515247,0.374131547,0.085576403,1986,5162,9417,2637581,24,1,17.19,0.299503008,63,3214517
244,은평구,신사2동,19153,0.06812152,0.136093569,0.29195471,0.204289825,2060,4261,6580,2635300,31,1,15.02,0.324231191,46,3218962
245,관악구,신사동,24630,0.072834543,0.13078891,0.282723333,0.21171618,6143,28917,4211,5099915,18,1,14.59,0.207754771,71,1738257
246,강남구,신사동,15680,0.040722696,0.256110434,0.304141291,0.153796184,2088,4914,4948,2430662,14,1,18.69,0.494132653,67,4420569
247,마포구,신수동,22555,0.079627577,0.154688539,0.313145644,0.154289515,2337,7126,7508,4157605,24,0,16.31,0.330170694,10,773163
248,관악구,신원동,18547,0.040599558,0.243058177,0.306518574,0.183749393,1172,2777,3858,2403237,10,0,15.78,0.178573354,0,909945
249,양천구,신월1동,19852,0.058331654,0.119181946,0.269796494,0.230203506,2238,5875,6314,2227154,9,0,16.06,0.413056619,45,1538471
250,양천구,신월2동,21068,0.084535789,0.117571673,0.290772736,0.205382571,1622,4847,7374,2727225,9,0,15.65,0.321340421,64,2382664
251,양천구,신월3동,14603,0.064575772,0.120934055,0.267205369,0.221598302,1462,5259,4371,2152244,11,0,13.32,0.387317674,64,1201669
252,양천구,신월4동,17590,0.088175099,0.111938601,0.282546902,0.208300171,1605,3977,6145,2639083,10,0,18.1,0.365321205,57,2031023
253,양천구,신월5동,14233,0.081500738,0.130892995,0.288343989,0.190824141,1316,4437,4715,2615553,13,0,15.2,0.325581395,82,1430576
254,양천구,신월6동,13963,0.091527609,0.103201318,0.33166225,0.152116307,2061,3735,5099,2857257,12,0,15.28,0.500393898,45,1788383
255,양천구,신월7동,18812,0.057569636,0.114926643,0.26786094,0.245162662,1777,5684,8547,2343943,19,0,19.85,0.332660004,74,2059605
256,양천구,신정1동,19819,0.146273778,0.105555275,0.284474494,0.148998436,1582,6150,6041,5046256,28,0,15.89,0.415863565,79,2285387
257,양천구,신정2동,18971,0.155974909,0.114174266,0.270201887,0.151178114,1560,4330,6119,4725315,14,0,15.01,0.330873438,35,1113266
258,양천구,신정3동,50151,0.107654882,0.121213934,0.280433092,0.168471217,3433,10739,15440,3158844,60,1,15.81,0.324380371,252,5947156
259,양천구,신정4동,32653,0.063271369,0.15732092,0.299421186,0.195357241,4593,17802,10151,2609700,18,1,15.07,0.276483018,127,5315309
260,양천구,신정6동,23933,0.14849789,0.110600426,0.289600134,0.132118832,1044,6577,7214,5384412,19,0,15.39,0.369071993,73,1914352
261,양천구,신정7동,28492,0.114874351,0.105643689,0.268742103,0.194335252,1555,5264,10861,4094404,27,1,17.23,0.320967289,75,2153225
262,서대문구,신촌동,26777,0.046532472,0.507076969,0.241401203,0.081151735,5275,34964,5570,3331768,47,2,17.52,0.14493782,356,16653153
263,도봉구,쌍문1동,21098,0.070101431,0.140724239,0.250687269,0.232818277,1457,4787,7530,2440535,44,0,17.42,0.303678074,48,2799880
264,도봉구,쌍문2동,18139,0.063950604,0.122222835,0.270136171,0.230993991,1680,5781,6473,2430154,15,0,14.28,0.272286234,55,3256511
265,도봉구,쌍문3동,16707,0.056263842,0.150655414,0.279643263,0.216196804,1307,4323,5022,2438072,15,0,16.02,0.234392769,38,2682609
266,도봉구,쌍문4동,18211,0.099555214,0.122892757,0.266322552,0.188786997,907,2236,6835,2968285,17,0,17.2,0.298995113,26,2056211
267,마포구,아현동,29038,0.070493836,0.115710448,0.374991391,0.126696053,2417,13499,9091,5237419,17,2,18.27,0.289999311,105,4188263
268,성북구,안암동,17439,0.055278399,0.42123975,0.216239463,0.124491083,1927,14353,4022,2896471,31,1,16.5,0.177303744,46,3124767
269,강동구,암사1동,34189,0.069466788,0.128316125,0.29804908,0.192167071,2733,6272,10089,2852157,13,0,15.6,0.304981134,24,1053395
270,강동구,암사2동,14963,0.066965181,0.118358618,0.336764018,0.174964913,1200,3806,5214,3688535,6,1,29.76,0.335160061,8,491850
271,강동구,암사3동,17380,0.110874568,0.103164557,0.304372842,0.167376295,1132,2626,5583,4470889,11,0,21.89,0.362715765,13,1155674
272,강남구,압구정동,25752,0.104613234,0.109273066,0.276871699,0.208799317,5978,36485,8856,5808537,23,2,17.91,0.476001864,108,7833404
273,중구,약수동,16433,0.055619789,0.110996166,0.281871843,0.251323556,1210,4519,6584,3894878,12,2,16.01,0.287835453,21,1314207
274,서초구,양재1동,42482,0.104444235,0.113177346,0.312908997,0.178146038,5646,47376,14561,4173236,73,1,21.37,0.492514477,405,11157093
275,서초구,양재2동,21604,0.067209776,0.15154601,0.356091465,0.148074431,7927,51408,6842,3222382,50,1,22.53,0.600907239,241,6228661
276,영등포구,양평1동,18477,0.054391947,0.166098393,0.414028251,0.133842074,4862,25006,4229,3508250,22,1,16.84,0.527412459,48,1858780
277,영등포구,양평2동,22725,0.062134213,0.166292629,0.390231023,0.123168317,3692,23744,7115,3672088,31,1,25.8,0.523432343,121,3258750
278,영등포구,여의동,33297,0.089617683,0.108298045,0.30552302,0.196804517,15940,192014,10202,5590853,63,6,18.01,0.619545304,379,17444446
279,강남구,역삼1동,35509,0.039849052,0.207412205,0.455856262,0.106564533,22326,176153,11995,3607265,47,7,12.65,0.592300544,322,13882717
280,강남구,역삼2동,37126,0.157356031,0.122636427,0.356138555,0.106098152,6033,45149,11862,5367397,26,0,14.28,0.411194311,108,5885508
281,은평구,역촌동,44429,0.070134372,0.135001913,0.291116163,0.204573589,3716,9380,14882,2521877,50,0,17.36,0.273109906,78,5056118
282,마포구,연남동,15229,0.047869197,0.21531289,0.351369098,0.161862237,3103,8438,5648,2980162,21,0,15.02,0.267909909,34,2421539
283,서대문구,연희동,37274,0.061463755,0.238986961,0.287814562,0.169796641,3420,13243,11675,3383749,57,0,18.81,0.268015239,226,10364160
284,마포구,염리동,17693,0.096478833,0.162324083,0.346408184,0.121121347,1106,5256,3186,4051438,9,0,17.14,0.295936246,42,1258833
285,강서구,염창동,41471,0.105181934,0.130549058,0.354247546,0.116442815,3097,16227,13248,4127504,36,0,20.45,0.373731041,106,4629776
286,영등포구,영등포동,31338,0.027027889,0.26479035,0.397121705,0.11302572,14943,41886,7586,3570107,49,2,16.81,0.337322101,289,13424408
287,영등포구,영등포본동,22651,0.051918238,0.129265816,0.291731049,0.200874134,1924,6381,6404,3286751,20,1,16.46,0.276411637,42,2390121
288,송파구,오금동,37799,0.07886452,0.12584989,0.281621207,0.189528824,3613,19900,12963,3510674,38,1,15.41,0.365221302,113,3777173
289,구로구,오류1동,23432,0.04784056,0.180821099,0.335225333,0.185344828,1733,5168,6927,2574851,14,1,20.39,0.293700922,85,2672148
290,구로구,오류2동,38189,0.104925502,0.111655189,0.285448689,0.202702349,2420,8474,13985,2781178,58,1,16.12,0.367802247,163,3096562
291,송파구,오륜동,17870,0.14224958,0.108282037,0.261947398,0.179462787,728,4992,5543,6095160,24,3,13.44,0.373810856,92,1952382
292,성동구,옥수동,25698,0.063779282,0.097089268,0.354307728,0.171258464,1506,4717,9899,4836487,40,2,17.4,0.344657172,39,2542131
293,성동구,왕십리2동,16508,0.065059365,0.143385025,0.31863339,0.165556094,1232,2948,5060,3474994,14,1,17.01,0.271686455,37,1432388
294,성동구,왕십리도선동,26830,0.061721953,0.159411107,0.318635855,0.151285874,3234,11495,8480,4015131,26,0,15.35,0.300633619,63,2680444
295,마포구,용강동,21690,0.100046104,0.096173352,0.364499769,0.143107423,4088,23581,7309,4787212,23,1,23.33,0.437436607,35,1884824
296,성동구,용답동,12915,0.045296167,0.24258614,0.278358498,0.176926055,2497,12834,2504,2484354,11,3,18.77,0.60356175,49,2659893
297,용산구,용문동,11577,0.056404941,0.143992399,0.308370044,0.194696381,963,2159,4231,3568910,17,2,12.95,0.290921655,12,817530
298,용산구,용산2가동,10229,0.048782872,0.160817284,0.342066673,0.204809854,844,2129,3243,2540319,27,1,17.51,0.207644931,37,3339801
299,동대문구,용신동,40016,0.049180328,0.195771691,0.324595162,0.163634546,6982,30470,8495,2894254,38,5,17.47,0.255122951,238,11606684
300,강북구,우이동,20118,0.062928721,0.117556417,0.256287901,0.25251019,1557,5515,7122,2457144,34,3,20.06,0.29202704,116,3671942
301,강서구,우장산동,44041,0.124361391,0.119683931,0.309779524,0.147748689,2508,7147,13395,4135674,28,1,16.34,0.314275334,99,3854654
302,용산구,원효로1동,17837,0.056904188,0.167404833,0.403711386,0.118966194,2634,12179,5251,4450695,23,0,15.87,0.355216684,76,3037995
303,용산구,원효로2동,13792,0.073593387,0.141313805,0.31337007,0.177276682,1564,7229,4631,3817026,23,0,20.94,0.365356729,45,2010193
304,노원구,월계1동,21384,0.073325851,0.192340067,0.251215862,0.206135428,1921,6647,7568,2777397,44,0,17.44,0.314627759,122,5564589
305,노원구,월계2동,25745,0.074383375,0.108836667,0.260050495,0.242804428,1436,3961,11477,2728093,40,1,19.47,0.303204506,83,2975397
306,노원구,월계3동,28989,0.066335507,0.112008003,0.293697609,0.226430715,1536,4525,12688,3110675,24,1,21.09,0.305667667,127,2037338
307,성북구,월곡1동,25909,0.094947702,0.111775831,0.28935891,0.195839284,1841,5848,8267,3294213,21,0,15.29,0.288741364,58,3322283
308,성북구,월곡2동,19652,0.073020558,0.193415428,0.269539996,0.194382251,2162,11083,5672,3138026,27,2,20.8,0.268522288,48,2154159
309,송파구,위례동,44922,0.13670362,0.094786519,0.361604559,0.0843462,1264,5146,9962,4202887,58,0,18.42,0.336182717,257,4874650
310,관악구,은천동,33014,0.078148664,0.159174895,0.303871085,0.189858848,2434,7925,10519,3063077,42,0,14.37,0.263100503,71,4849964
311,중구,을지로동,3206,0.024329382,0.160636307,0.424204616,0.154709919,9784,31528,422,3082514,17,4,15.24,0.502183406,53,1391075
312,성동구,응봉동,15042,0.101050392,0.111820237,0.312059567,0.174644329,682,1162,5322,3858472,33,1,18.35,0.30228693,20,1303352
313,은평구,응암1동,33075,0.08,0.130279667,0.329191232,0.169674981,2605,8853,7341,2726133,23,0,15.96,0.287377173,107,5917329
314,은평구,응암2동,27782,0.093045857,0.090166295,0.358505507,0.154704485,1284,3096,9263,3510245,35,0,15.39,0.31624793,40,2219504
315,은평구,응암3동,23916,0.054524168,0.143711323,0.270613815,0.246278642,2467,6002,6999,2360910,25,0,15.3,0.238961365,79,2859414
316,동대문구,이문1동,21364,0.06244149,0.365427823,0.214941022,0.154090994,1641,6654,4948,3000929,27,1,16.9,0.19102228,44,2618530
317,동대문구,이문2동,19988,0.080898539,0.147738643,0.263057835,0.212677607,1049,2385,6280,3137841,10,1,16.95,0.267310386,33,1263497
318,용산구,이촌1동,25578,0.106263195,0.100437876,0.288255532,0.173977637,1387,4107,9540,5974291,21,0,18.68,0.348228947,60,2125779
319,용산구,이촌2동,7997,0.058646993,0.102538452,0.307615356,0.227835438,558,1183,3415,3596083,11,0,22.03,0.338752032,34,1078806
320,용산구,이태원1동,7890,0.043346008,0.172496831,0.355386565,0.175411914,1871,6544,2198,3682946,15,1,17.05,0.292775665,33,2055323
321,용산구,이태원2동,10263,0.054175192,0.143817597,0.361005554,0.184448992,1285,3282,3058,3261019,21,0,18.77,0.246321738,24,1524265
322,종로구,이화동,7566,0.04493788,0.25257732,0.287205921,0.183980967,1673,17365,2624,3024996,20,1,13.56,0.226539783,98,4930344
323,강북구,인수동,29501,0.066607912,0.122809396,0.252533812,0.252262635,2226,6650,10128,2359990,49,0,15.37,0.25470323,63,3178957
324,관악구,인헌동,25948,0.052219824,0.232079544,0.321412055,0.162363188,1609,4684,6849,2783693,23,1,14.95,0.22772468,12,2364941
325,강남구,일원1동,14806,0.067945428,0.134540051,0.287586114,0.236525733,1708,6381,4792,3022931,15,0,20.48,0.311157639,18,1152013
326,강남구,일원본동,22876,0.142944571,0.099012065,0.300926735,0.153960483,732,10021,7280,5444886,27,1,17.3,0.363131666,111,2665081
327,광진구,자양1동,22840,0.063879159,0.181523643,0.316987741,0.167469352,2303,9645,5398,2745988,13,0,14.82,0.335113835,48,2194730
328,광진구,자양2동,23995,0.071014795,0.136861846,0.30806418,0.180037508,2196,7033,7066,2999213,14,0,28.14,0.344988539,41,2376480
329,광진구,자양3동,27567,0.088293975,0.128668335,0.298327711,0.169151522,1922,7600,8582,4353416,19,0,20.43,0.340479559,50,2278397
330,광진구,자양4동,23303,0.044543621,0.191606231,0.291078402,0.1785607,2197,6234,4613,2795134,12,1,29.6,0.220529546,46,2056396
331,송파구,잠실2동,35016,0.167095042,0.095299292,0.325194197,0.114033585,1137,4639,11241,6352641,7,1,23.65,0.348269363,90,1424637
332,송파구,잠실3동,34047,0.119305666,0.103944547,0.286016389,0.183980967,2115,8502,11046,5452682,26,0,19.41,0.353775663,189,6225506
333,송파구,잠실4동,21242,0.124752848,0.087091611,0.324828171,0.146925902,633,1906,6866,6007987,9,2,15.82,0.480933999,47,699323
334,송파구,잠실6동,16631,0.103842222,0.106487884,0.291984848,0.188743912,3492,55275,5372,5237775,15,2,22.73,0.738440262,119,5788141
335,송파구,잠실7동,9446,0.095596019,0.118568706,0.232691086,0.244336227,335,1259,3198,6014516,4,2,16.16,0.385560025,35,1524623
336,송파구,잠실본동,28233,0.053766869,0.179506252,0.374880459,0.143342897,4300,21755,9583,3079387,13,1,16.59,0.313498388,75,3674847
337,서초구,잠원동,26982,0.125972871,0.125083389,0.308761396,0.13338522,3812,20974,11494,5458458,24,1,20.14,0.370395078,83,3269886
338,동대문구,장안1동,38147,0.067082602,0.133562272,0.32322332,0.184994888,6654,22326,11799,2863708,27,0,18.68,0.340367526,73,6434532
339,동대문구,장안2동,32859,0.087008126,0.115158708,0.321860069,0.172738063,3956,12725,9852,2920490,33,0,15.65,0.324568611,105,5256283
340,성북구,장위1동,23708,0.074152185,0.131854226,0.287540071,0.182723131,1532,3104,6134,2231978,33,0,14.71,0.275645352,67,3059888
341,성북구,장위2동,13482,0.058893339,0.137516689,0.265020027,0.238911141,1538,3865,4120,2411293,27,1,14.98,0.244029076,46,2027307
342,성북구,장위3동,15800,0.084303797,0.126139241,0.316962025,0.144746835,877,2429,6078,3113825,36,0,14.84,0.321772152,69,2355197
343,송파구,장지동,28786,0.083408601,0.124609185,0.310359202,0.168693115,1968,9283,11732,3263464,43,1,19.38,0.380879594,202,3737691
344,중구,장충동,5440,0.058272059,0.325183824,0.255147059,0.163419118,1041,9357,2433,2895026,13,1,13.76,0.239705882,28,1559634
345,동대문구,전농1동,31659,0.063173189,0.159101677,0.283394927,0.191098898,3020,7638,8308,3070695,31,2,16.51,0.236615181,157,7714770
346,동대문구,전농2동,18556,0.086441043,0.122494072,0.268322914,0.210767407,1358,5460,6437,3136080,12,0,15.29,0.293651649,57,3238057
347,성북구,정릉1동,18070,0.093082457,0.127670172,0.297177643,0.181239624,1275,2752,5856,3341356,16,1,14.1,0.340453791,57,2991048
348,성북구,정릉2동,22874,0.071347381,0.13963452,0.273585731,0.210282417,1422,3344,8211,2934717,46,0,14.8,0.28158608,69,3545654
349,성북구,정릉3동,16742,0.064209772,0.277864054,0.218372954,0.20666587,1042,5404,5359,2482564,32,0,22.63,0.215924023,70,3235522
350,성북구,정릉4동,24624,0.08264295,0.136492853,0.267868746,0.2097141,1524,5018,8993,3038165,34,1,18,0.293940871,106,4975045
351,동대문구,제기동,25808,0.053433044,0.236903286,0.234423435,0.224232796,5355,13094,7896,2792227,27,1,16.12,0.249845009,163,7372328
352,관악구,조원동,21013,0.041069814,0.219911483,0.342264313,0.153714367,2707,7336,4180,2523192,26,0,15.23,0.237709989,92,9190948
353,종로구,종로1.2.3.4가동,8648,0.054000925,0.149398705,0.297409806,0.208024977,17286,107067,1652,3245251,68,0,15.91,0.730457909,376,22008316
354,종로구,종로5.6가동,5916,0.043441515,0.246112238,0.270114943,0.182048682,7972,22872,1319,2531450,18,0,15.1,0.295638945,93,4219513
355,성북구,종암동,39799,0.090328903,0.17176311,0.270383678,0.180984447,2858,8433,12235,3381883,59,0,21.11,0.266363476,106,6527749
356,노원구,중계1동,26419,0.199439797,0.108104016,0.289147962,0.101858511,1470,4522,8743,4623227,18,0,15.26,0.320110527,52,2346528
357,노원구,중계2.3동,32780,0.083160464,0.112873703,0.267541184,0.239109213,2047,5777,14301,2936682,31,0,16.75,0.259090909,112,3053621
358,노원구,중계4동,19284,0.100653391,0.123210952,0.245955196,0.220389961,1410,4285,7706,3196660,7,0,16.12,0.296567102,18,2264252
359,노원구,중계본동,23125,0.181881081,0.126313514,0.259545946,0.118702703,1724,5840,8088,4197248,18,0,14.95,0.339027027,69,2924761
360,광진구,중곡1동,15640,0.044117647,0.187659847,0.327749361,0.172186701,2152,6363,3613,2542359,18,0,23.89,0.305051151,55,1662490
361,광진구,중곡2동,20950,0.061050119,0.163102625,0.318902148,0.17026253,2350,7380,4986,2555101,17,0,16.91,0.248782816,44,2006801
362,광진구,중곡3동,16032,0.053393214,0.149638224,0.307260479,0.189558383,1764,5019,3870,2390961,21,1,21.92,0.250748503,59,1733557
363,광진구,중곡4동,28032,0.061536815,0.143906963,0.278538813,0.19916524,1707,4257,7366,2523958,34,0,16.39,0.26501855,26,2157860
364,중구,중림동,12372,0.059004203,0.109036534,0.343840931,0.181053993,1340,9166,4324,4435938,11,0,14.21,0.308923375,66,2043129
365,관악구,중앙동,15691,0.035306864,0.295201071,0.320311006,0.158562233,1658,6950,3591,2633493,14,0,12.44,0.19010898,56,3229171
366,중랑구,중화1동,19068,0.061674009,0.126232431,0.300293686,0.209565765,1565,4476,5691,2518956,14,0,17.59,0.292164884,39,1239184
367,중랑구,중화2동,24417,0.041692264,0.139492976,0.281566122,0.218986772,2584,7044,6553,2253552,28,2,19.9,0.253307122,85,3746752
368,은평구,증산동,18523,0.074447984,0.129730605,0.28694056,0.199967608,1345,4363,4864,2838450,11,1,21.85,0.276683043,101,3095325
369,은평구,진관동,54718,0.13030447,0.123615629,0.284458496,0.165247268,3137,13270,17146,4070863,71,1,19.76,0.326528747,448,7960072
370,도봉구,창1동,24281,0.079444833,0.12553025,0.282854907,0.207610889,2141,4381,9024,3038009,21,2,16.37,0.338042091,42,4460163
371,도봉구,창2동,28577,0.072015957,0.135108654,0.283339749,0.198726248,2020,4978,8798,2551630,25,0,16.31,0.285684292,67,2535124
372,도봉구,창3동,13389,0.070206886,0.114048846,0.262304877,0.233027112,1241,2511,3977,2229423,14,0,17.09,0.272313093,32,1659954
373,도봉구,창4동,26124,0.090414944,0.128655642,0.276642168,0.180983004,1861,7981,10132,3547959,37,1,18.01,0.325409585,98,4039221
374,도봉구,창5동,24069,0.071876688,0.134986913,0.278241722,0.200756159,2547,7316,8681,3298026,18,1,15.71,0.32232332,53,2427749
375,종로구,창신1동,5350,0.03682243,0.168785047,0.248971963,0.228598131,2686,6266,1589,2393308,8,2,14.88,0.223738318,56,3536661
376,종로구,창신2동,8641,0.041661845,0.177988659,0.227404236,0.221502141,1062,2192,2466,2112817,1,0,17.30245283,0.16572156,0,49611
377,종로구,창신3동,6539,0.064535862,0.139012081,0.273283377,0.199418871,439,1128,2150,3006052,6,1,16.44,0.253402661,2,467347
378,서대문구,천연동,16835,0.075556876,0.12046332,0.283813484,0.199405999,1131,3259,6081,4197718,37,1,18.5,0.290763291,77,3655278
379,강동구,천호1동,26396,0.058531596,0.127329898,0.292695863,0.215676618,2331,5974,8035,2473111,19,1,13.56,0.330731929,50,1279408
380,강동구,천호2동,33613,0.050099664,0.140778865,0.331508642,0.188944754,4863,14840,9362,2749741,26,0,21.15,0.28001071,72,3701807
381,강동구,천호3동,26672,0.041654169,0.165154469,0.327084583,0.186862627,2545,9343,7964,3165328,12,0,17.28,0.285242951,45,1577515
382,중구,청구동,13318,0.056915453,0.128773089,0.29493918,0.218876708,1244,4497,4928,3566241,5,0,15.14,0.266106022,16,851241
383,강남구,청담동,25085,0.090253139,0.130595974,0.331552721,0.155790313,7024,43117,9731,5010204,26,0,17.6,0.473310743,140,6739290
384,동대문구,청량리동,19405,0.050141716,0.129399639,0.23231126,0.287863953,1909,8278,6209,2860315,24,0,18.42,0.262097398,183,4468196
385,관악구,청룡동,37042,0.042141353,0.3261163,0.312375142,0.131688354,2742,12505,7921,2768161,17,2,14.32,0.204956536,75,5346698
386,관악구,청림동,14908,0.074322511,0.112691173,0.317078079,0.195130131,729,1615,5263,3682775,8,0,15.99,0.29225919,13,1393991
387,종로구,청운효자동,11539,0.096022186,0.122107635,0.303492504,0.188231216,1477,7888,4134,3780222,29,0,16.4,0.310598839,60,2581799
388,용산구,청파동,19786,0.052158092,0.229202466,0.298089558,0.166835136,2186,9850,5636,2608804,24,0,15.87,0.216162943,42,2649258
389,서대문구,충현동,20176,0.06378866,0.156473037,0.316365979,0.176149881,2995,23946,6573,3210231,43,3,18.68,0.347293814,98,4716675
390,종로구,평창동,17635,0.086872696,0.116983272,0.263680181,0.203742557,1321,4321,5958,4504006,54,0,18.53,0.375900198,109,3076622
391,송파구,풍납1동,12409,0.05810299,0.108550246,0.276654041,0.230558466,946,2522,3296,3011150,6,1,26.56,0.345233298,20,1234122
392,송파구,풍납2동,24048,0.078592814,0.14412841,0.316699933,0.173611111,1772,16405,7608,3891704,25,0,21.65,0.325349301,80,2357036
393,중구,필동,4858,0.04610951,0.274392754,0.276451214,0.18032112,3600,24470,1191,3033044,10,2,14.87,0.434335117,42,2640500
394,노원구,하계1동,26877,0.113442721,0.18257246,0.229117833,0.180414481,1615,8965,10466,3611061,32,0,15.97,0.278825762,100,3713872
395,노원구,하계2동,21432,0.116974617,0.122946995,0.279022023,0.165500187,778,1687,8160,3625940,22,1,22.75,0.290220231,82,2193407
396,용산구,한강로동,22811,0.052913068,0.144404016,0.371399763,0.14457937,6669,48562,6769,4948344,41,6,14.98,0.53855596,198,9875345
397,용산구,한남동,21237,0.064604228,0.112539436,0.358949004,0.174883458,3473,21250,8174,4381088,39,2,17.51,0.352592174,166,9299321
398,마포구,합정동,16828,0.045281673,0.18843594,0.367661041,0.159793202,4019,13457,6319,3195027,30,2,32.04,0.377050155,98,4098527
399,구로구,항동,16534,0.09035926,0.084976412,0.389863312,0.115338091,888,2816,6173,3007261,31,0,16.57,0.214043789,77,1172072
400,성동구,행당1동,13996,0.071448985,0.166333238,0.310517291,0.159974278,1578,9587,4990,3900841,26,3,15.14,0.301657616,66,4736111
401,성동구,행당2동,22970,0.08127993,0.114714845,0.307966913,0.179625599,1031,2412,8481,4408744,25,1,16.54,0.292424902,24,1868958
402,관악구,행운동,29595,0.042980233,0.268660247,0.326845751,0.154722081,2060,7295,7088,2889475,15,0,14.54,0.211218111,61,5432068
403,종로구,혜화동,19491,0.074085475,0.370786517,0.219485917,0.138063722,2235,8819,5065,3333112,37,0,15.72,0.179826587,67,6133299
404,서대문구,홍은1동,22491,0.068916455,0.121604197,0.277800009,0.212929616,1479,3187,7308,3093859,32,0,15.25,0.315681828,33,2500357
405,서대문구,홍은2동,29508,0.077029958,0.156838823,0.280771316,0.190422936,2077,6630,9267,2874442,71,0,19.82,0.249525552,148,7525944
406,서대문구,홍제1동,25083,0.072000957,0.126340549,0.2923494,0.200255153,1548,5601,8022,3459117,22,2,19.13,0.261252641,119,6107000
407,서대문구,홍제2동,13313,0.066476376,0.120558852,0.272215128,0.214001352,829,2259,4993,3664523,9,0,14.5,0.276797116,72,1960467
